t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.01521101,-63.44459,0.05416923,0.5958974,0.3178286,0.09900798
0.03042202,-61.94395,0.05763713,0.5952172,0.3182859,0.09803934
0.04563303,-60.50264,0.06295944,0.5940649,0.3190499,0.09709334
0.06084404,-59.10584,0.06974183,0.5924256,0.320119,0.0961691
0.07605505,-57.72368,0.07777105,0.5902763,0.3214946,0.09526605
0.09126606,-56.36795,0.08709189,0.5875898,0.3231807,0.09438391
0.1064771,-55.04988,0.09766617,0.5843422,0.3251775,0.09352224
0.1216881,-53.75151,0.1094321,0.5805055,0.3274859,0.09268063
0.1379571,-52.36711,0.1233135,0.575715,0.3303024,0.09180238
0.1542261,-50.95317,0.1386593,0.5701625,0.3334891,0.09094705
0.1704951,-49.47111,0.1556409,0.5637736,0.337066,0.09011535
0.1867642,-47.92175,0.1744837,0.5564552,0.3410604,0.08930835
0.2082316,-45.76848,0.2026748,0.5451915,0.3470299,0.08828368
0.229699,-43.31764,0.2352228,0.5318436,0.3538705,0.08730814
0.2511664,-40.34578,0.2735469,0.5159208,0.361773,0.08639004
0.2726338,-36.61544,0.3201769,0.4966589,0.3710747,0.0855436
0.2842765,-34.14968,0.3500902,0.4844931,0.3768693,0.08512137
0.2959192,-31.26036,0.3839866,0.47094,0.3833174,0.08473023
0.3075619,-27.86295,0.4225078,0.4559246,0.3905523,0.08437563
0.3192046,-23.83865,0.4662404,0.4394902,0.3987361,0.08406421
0.3308472,-19.10472,0.5157137,0.4218119,0.4080644,0.08380408
0.3424899,-13.57995,0.5706036,0.4033108,0.4187338,0.08360384
0.3541326,-7.27261,0.6296432,0.3844716,0.430908,0.08347181
0.3657753,-0.391609,0.6908557,0.3657557,0.4447215,0.08341639
0.3753199,5.430238,0.7405901,0.3507801,0.4573023,0.08343256
0.3848645,11.10206,0.7875565,0.336257,0.4709122,0.08350373
0.394409,16.31582,0.8299993,0.3222492,0.4853914,0.08362699
0.4039536,20.82853,0.8667502,0.3087822,0.5005235,0.08379689
0.4157079,25.14497,0.9036538,0.292936,0.5196752,0.084059
0.4274623,28.14077,0.9316581,0.2778855,0.5389469,0.08436388
0.4392166,29.97459,0.9517376,0.2636006,0.557941,0.08469629
0.4509709,30.73931,0.9657575,0.2500482,0.5763721,0.08504366
0.4604685,30.69603,0.9740278,0.239609,0.5907018,0.08532728
0.4699661,30.20336,0.9801194,0.229607,0.6044448,0.08560834
0.4794638,29.33101,0.9845499,0.2200246,0.6175645,0.08588349
0.4889614,28.17639,0.9877144,0.2108457,0.6300244,0.08614904
0.4975108,26.96931,0.9897516,0.2029155,0.6406611,0.08637742
0.5060601,25.59545,0.9912203,0.195288,0.6507603,0.08659471
0.5146095,24.06857,0.9922433,0.1879522,0.6603291,0.08679976
0.5231588,22.44971,0.9929149,0.1808981,0.6693744,0.08699137
0.5321147,20.68923,0.9933201,0.1737998,0.6783035,0.08717684
0.5410705,18.86832,0.9934715,0.166989,0.6866952,0.08734627
0.5500264,17.01574,0.9934037,0.1604553,0.6945692,0.08749913
0.5589822,15.11872,0.9931481,0.154189,0.7019476,0.08763514
0.5692253,12.89499,0.9926406,0.1473384,0.7098031,0.08776954
0.5794683,10.64485,0.9919119,0.140813,0.7170642,0.08788101
