t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.0247859,-61.83559,0.05446175,0.5958603,0.3178504,0.09840375
0.04957179,-58.92291,0.05871489,0.59507,0.3183709,0.09688298
0.07435769,-56.25263,0.06536972,0.5937135,0.3192403,0.09543236
0.09914359,-53.70379,0.07434382,0.5917244,0.3204633,0.09404691
0.1208125,-51.54057,0.08412944,0.5894031,0.321829,0.09288666
0.1424814,-49.49572,0.09564755,0.5865087,0.3234702,0.09177215
0.1641503,-47.52462,0.1088575,0.58301,0.3253847,0.09070129
0.1858191,-45.573,0.1237908,0.5788611,0.3275767,0.08967308
0.2127392,-43.15216,0.1447923,0.5727347,0.330695,0.08845448
0.2396593,-40.69768,0.1686467,0.565453,0.3342685,0.08730169
0.2665794,-38.10926,0.195625,0.5569159,0.338332,0.08621751
0.2934995,-35.28846,0.2260254,0.5470223,0.3429322,0.08520628
0.3194549,-32.24387,0.259123,0.5361031,0.3479538,0.08430839
0.3454102,-28.68379,0.2964701,0.5237152,0.3536348,0.08349553
0.3713656,-24.36202,0.3387985,0.5098332,0.3601094,0.08278253
0.3973209,-19.00845,0.3874533,0.4945631,0.3676083,0.08219444
0.4148441,-14.68715,0.4245672,0.4835973,0.3733924,0.08188372
0.4323672,-9.751096,0.4652607,0.4722775,0.3798595,0.08165434
0.4498903,-4.210577,0.5094047,0.4607703,0.3870977,0.08151708
0.4674135,1.856281,0.5564352,0.4492364,0.3951754,0.08148156
0.4798092,6.373417,0.5909301,0.4411376,0.4014219,0.08152231
0.4922049,10.96222,0.6258948,0.4331228,0.4081128,0.08161966
0.5046006,15.49931,0.660761,0.425214,0.4152335,0.08177369
0.5169964,19.83242,0.6949217,0.4174251,0.4227527,0.08198279
0.5293921,23.81024,0.7277507,0.4097636,0.4306201,0.08224326
0.5417878,27.32322,0.7587368,0.4022331,0.4387756,0.0825502
0.5541835,30.30031,0.7874995,0.3948352,0.4471545,0.08289786
0.5665793,32.72424,0.8137686,0.3875698,0.4556829,0.08327911
0.5789893,34.63246,0.8374282,0.3804278,0.4642931,0.08368642
0.5913994,36.07254,0.8585113,0.3734159,0.472928,0.08411458
0.6038095,37.08791,0.8771459,0.3665323,0.4815458,0.08455911
0.6162196,37.71888,0.8934681,0.3597752,0.4900945,0.08501393
0.6267962,38.03522,0.9056913,0.3541147,0.4972928,0.08540562
0.6373728,38.20534,0.9165239,0.3485432,0.5044016,0.08579981
0.6479493,38.23546,0.9261023,0.3430594,0.5114109,0.08619509
0.6585259,38.15902,0.9345566,0.337662,0.5183116,0.0865901
0.6722389,37.94788,0.944049,0.3307905,0.5270885,0.08710032
0.685952,37.64122,0.9520995,0.3240591,0.5356667,0.08760691
0.699665,37.26432,0.9589153,0.3174652,0.5440406,0.08810841
0.7133781,36.80251,0.964687,0.311006,0.5522094,0.08860401
0.7277661,36.26947,0.9697952,0.3043707,0.5605552,0.08911614
0.742154,35.6707,0.9740832,0.2978777,0.568676,0.08962012
0.756542,34.96118,0.9776847,0.2915239,0.5765789,0.090116
0.77093,34.2138,0.980703,0.2853064,0.5842557,0.09060163
0.7826025,33.62499,0.9827843,0.2803607,0.5903146,0.09098693
0.794275,33.01072,0.9845868,0.2755014,0.5962306,0.09136515
0.8059474,32.37304,0.9861466,0.270727,0.6020061,0.09173612
0.8176199,31.72473,0.9874951,0.266036,0.6076426,0.09209956
0.8298387,31.02482,0.9887081,0.2612135,0.6133937,0.09247126
0.8420574,30.29032,0.9897458,0.2564793,0.6189971,0.09283426
0.8542762,29.5322,0.9906329,0.2518318,0.6244579,0.09318872
0.8664949,28.75336,0.991386,0.2472696,0.6297747,0.09353382
0.8787136,27.97357,0.9920195,0.2427913,0.6349467,0.09386884
0.8909324,27.18076,0.9925505,0.2383952,0.6399803,0.09419419
0.9031511,26.35783,0.9929918,0.2340801,0.6448786,0.09450984
0.9153699,25.53281,0.9933529,0.2298444,0.6496432,0.09481544
0.9294504,24.58032,0.993679,0.2250603,0.6549689,0.09515454
0.9435309,23.6077,0.9939228,0.2203778,0.6601256,0.09548016
0.9576114,22.63067,0.9940959,0.2157949,0.6651196,0.09579253
0.9716919,21.62894,0.9942029,0.2113098,0.6699517,0.09609098
0.9851513,20.63783,0.994249,0.2071122,0.6744221,0.09636299
0.9986107,19.64856,0.9942428,0.2030007,0.6787487,0.09662152
1.01207,18.67592,0.9941848,0.1989737,0.6829322,0.096866
1.02553,17.72394,0.9940832,0.1950297,0.6869812,0.09709735
1.034372,17.09223,0.9939969,0.1924828,0.689573,0.09724278
1.043215,16.46023,0.9938936,0.1899706,0.6921095,0.09738261
1.052058,15.83953,0.9937731,0.1874927,0.6945912,0.09751675
1.060901,15.20914,0.9936364,0.1850487,0.6970196,0.0976453
1.069744,14.56381,0.9934835,0.1826382,0.6993954,0.09776825
1.078587,13.91461,0.9933141,0.1802608,0.7017189,0.09788546
1.08743,13.25617,0.9931289,0.1779163,0.7039911,0.09799697
1.096272,12.60385,0.9929269,0.1756041,0.7062124,0.0981027
1.106257,11.89012,0.9926779,0.173032,0.7086602,0.09821508
1.116242,11.1753,0.992409,0.1705001,0.7110466,0.09832034
1.126226,10.44741,0.9921207,0.168008,0.713373,0.09841854
1.136211,9.711647,0.9918106,0.1655553,0.7156394,0.09850947
1.145915,9.000828,0.9914878,0.163209,0.7177853,0.09859082
1.155618,8.293909,0.9911434,0.160899,0.7198762,0.09866525
1.165321,7.591979,0.9907756,0.158625,0.7219125,0.09873264
1.175025,6.898541,0.9903856,0.1563865,0.7238961,0.09879322
1.183981,6.26646,0.9900059,0.1543515,0.7256818,0.09884325
1.192937,5.628905,0.9896074,0.1523461,0.7274247,0.0988876
1.201894,4.981288,0.9891903,0.1503698,0.7291256,0.09892632
1.21085,4.33354,0.9887518,0.1484226,0.7307844,0.09895926
1.219108,3.748731,0.9883263,0.1466528,0.7322767,0.09898442
1.227366,3.170811,0.9878826,0.1449072,0.7337347,0.09900479
1.235624,2.592497,0.9874207,0.1431855,0.7351593,0.09902043
1.243882,2.007416,0.9869391,0.1414877,0.7365506,0.09903129
1.25302,1.350885,0.9863811,0.1396366,0.7380512,0.0990376
1.262158,0.7083977,0.9857966,0.1378141,0.7395118,0.09903799
1.271295,0.0889637,0.9851853,0.13602,0.7409335,0.09903256
1.280433,-0.5276025,0.9845479,0.134254,0.7423175,0.09902146
1.288607,-1.093212,0.9839549,0.1326978,0.7435241,0.09900676
1.296782,-1.659463,0.9833382,0.1311637,0.7447008,0.09898743
1.304956,-2.223811,0.9826966,0.1296517,0.745848,0.09896346
1.31313,-2.790198,0.9820293,0.1281615,0.7469661,0.09893486
1.320381,-3.289645,0.9814156,0.1268578,0.747934,0.09890565
1.327633,-3.775683,0.9807812,0.125571,0.7488798,0.09887287
1.334884,-4.251805,0.9801263,0.124301,0.7498039,0.09883658
1.342135,-4.726964,0.9794507,0.1230477,0.7507069,0.09879685
1.349387,-5.207198,0.9787528,0.1218111,0.7515888,0.09875361
1.356638,-5.700705,0.978032,0.120591,0.7524495,0.09870684
1.36389,-6.207153,0.9772882,0.1193872,0.7532895,0.09865656
1.371141,-6.704045,0.9765182,0.1182001,0.7541084,0.09860267
1.377174,-7.102106,0.9758564,0.1172249,0.7547739,0.09855506
1.383207,-7.497985,0.9751772,0.116261,0.7554255,0.09850507
1.389241,-7.890999,0.9744805,0.1153082,0.7560635,0.09845271
1.395274,-8.281753,0.9737659,0.1143665,0.756688,0.09839799
1.402441,-8.738662,0.9728919,0.1132623,0.7574123,0.09832988
1.409609,-9.199121,0.9719924,0.1121736,0.7581182,0.09825849
1.416776,-9.669738,0.971068,0.1111,0.7588059,0.09818388
1.423943,-10.13257,0.970115,0.110042,0.7594754,0.09810595
1.430704,-10.56115,0.9691881,0.1090581,0.7600901,0.09802938
1.437465,-10.99684,0.9682347,0.1080878,0.760689,0.09794989
1.444226,-11.43249,0.9672531,0.1071311,0.7612719,0.09786744
1.450987,-11.86549,0.9662431,0.106188,0.7618391,0.09778205
1.461018,-12.50275,0.9646922,0.1048136,0.7626522,0.09765005
1.471048,-13.12009,0.9630784,0.1034684,0.7634323,0.09751179
1.481078,-13.71718,0.961402,0.1021522,0.7641802,0.0973674
1.491109,-14.31875,0.9596624,0.1008646,0.7648969,0.09721699
1.501269,-14.94079,0.9578291,0.09958955,0.7655908,0.09705839
1.51143,-15.57992,0.9559193,0.09834412,0.7662523,0.09689337
1.521591,-16.23835,0.9539307,0.09712808,0.7668818,0.09672195
1.531751,-16.86989,0.9518559,0.09594169,0.7674792,0.09654404
1.541362,-17.43444,0.9498121,0.09484658,0.7680155,0.09636987
1.550974,-18.00497,0.9476962,0.09377698,0.7685253,0.09619027
1.560585,-18.57571,0.9455073,0.09273269,0.769009,0.09600529
1.570196,-19.14479,0.9432391,0.09171389,0.7694666,0.09581485
1.581893,-19.8329,0.9403657,0.09050846,0.7699885,0.0955757
1.593589,-20.52315,0.9373653,0.0893405,0.7704726,0.0953285
1.605286,-21.2177,0.9342308,0.08820995,0.7709192,0.09507325
1.616983,-21.90173,0.930958,0.08711664,0.771329,0.09480996
1.630777,-22.65733,0.9269129,0.0858749,0.771766,0.0944893
1.644571,-23.41397,0.9226896,0.08468215,0.7721561,0.09415823
1.658366,-24.2122,0.9182923,0.0835372,0.7725006,0.09381699
1.67216,-25.0083,0.9136747,0.08244246,0.7727976,0.09346494
1.685194,-25.7194,0.9090844,0.08145502,0.7730342,0.09312213
1.698229,-26.42733,0.9043,0.08051054,0.773231,0.09277011
1.711264,-27.13806,0.899316,0.0796086,0.7733889,0.09240896
1.724299,-27.84596,0.8941217,0.07874913,0.773508,0.09203862
1.742062,-28.82385,0.886723,0.07764389,0.7736108,0.09151972
1.759825,-29.77212,0.8788952,0.07661635,0.7736432,0.09098379
1.777588,-30.66415,0.8705845,0.07566756,0.7736044,0.09043036
1.795351,-31.58352,0.8618426,0.07479256,0.7735001,0.08986067
1.809929,-32.405,0.8543777,0.07412658,0.7733694,0.08938172
1.824506,-33.19111,0.8465623,0.07351181,0.7731927,0.08889109
1.839084,-33.92175,0.8383706,0.07294858,0.7729694,0.08838857
1.853662,-34.66198,0.8298449,0.07243289,0.7727044,0.08787521
1.866521,-35.34055,0.8220531,0.07201597,0.772438,0.08741371
1.879381,-36.02251,0.8139746,0.07163632,0.7721387,0.08694351
1.892241,-36.72552,0.805611,0.07129331,0.771807,0.08646467
1.905101,-37.41775,0.7969352,0.0709875,0.7714425,0.085977
1.920266,-38.19671,0.7862963,0.07067393,0.770971,0.08539063
1.935431,-38.99234,0.7752381,0.07040956,0.7704563,0.08479237
1.950596,-39.81203,0.7637417,0.0701945,0.769898,0.08418205
1.965761,-40.62402,0.7517831,0.07002898,0.7692958,0.0835595
1.988097,-41.78096,0.733353,0.06987257,0.7683319,0.08262072
2.010434,-42.94545,0.7139618,0.06981805,0.7672782,0.08165619
2.03277,-44.12492,0.6935781,0.06986533,0.7661349,0.08066559
2.055106,-45.30835,0.672201,0.07001359,0.764903,0.07964883
2.079139,-46.5987,0.6481359,0.0702839,0.7634808,0.07852586
2.103172,-47.87039,0.6229525,0.07066982,0.7619586,0.07737244
2.127204,-49.09402,0.5966896,0.07117117,0.7603377,0.07618851
2.151237,-50.33349,0.5695214,0.07178402,0.7586231,0.07497502
2.17527,-51.61619,0.5416324,0.07250549,0.7568192,0.07373276
2.199303,-52.83622,0.5129944,0.07334066,0.7549237,0.07246066
2.223335,-53.97631,0.4837524,0.074289,0.7529397,0.07115922
2.247368,-55.08403,0.4543018,0.0753422,0.7508771,0.06983082
2.271639,-56.16193,0.4247129,0.07650566,0.7487226,0.06846392
2.29591,-57.08995,0.3955566,0.07776422,0.7465027,0.0670732
2.320181,-57.88308,0.3672193,0.07910741,0.744228,0.06566154
2.344453,-58.64864,0.3399899,0.08052688,0.7419067,0.06423121
2.364055,-59.24815,0.3188234,0.08172967,0.7399993,0.06306261
2.383657,-59.75868,0.2985835,0.08297541,0.7380672,0.06188351
2.40326,-60.20915,0.2794828,0.0842544,0.736117,0.06069591
2.422862,-60.62428,0.2614433,0.08556771,0.7341508,0.0595002
2.442464,-61.0179,0.2444216,0.08691575,0.732173,0.05829725
2.462067,-61.34356,0.2285423,0.08828854,0.7301819,0.05708734
2.481669,-61.5752,0.2137781,0.0896813,0.728177,0.0558707
2.501272,-61.74376,0.2001233,0.09109136,0.7261703,0.05465009
2.51882,-61.90541,0.1888457,0.09236539,0.7243796,0.05355582
2.536368,-62.01814,0.1784352,0.09364646,0.7225905,0.05245944
2.553916,-62.04682,0.1688668,0.09493126,0.7208049,0.05136162
2.571464,-62.07525,0.1601351,0.0962152,0.7190261,0.05026333
2.591505,-62.10302,0.1510482,0.09768384,0.7170028,0.04900818
2.611546,-62.09043,0.1429279,0.09914473,0.7149894,0.04775321
2.631588,-62.11092,0.1358016,0.1005885,0.712989,0.04649977
2.651629,-62.13473,0.129417,0.1020285,0.7110003,0.04524649
2.66959,-62.1138,0.1241724,0.1033231,0.7092273,0.04412269
2.687551,-62.0851,0.1194463,0.1046113,0.7074645,0.0429995
2.705512,-62.05546,0.115185,0.1058926,0.7057119,0.04187694
2.723473,-62.00935,0.1113609,0.1071662,0.7039706,0.04075528
2.744364,-61.9739,0.1074703,0.1086371,0.701963,0.03945259
2.765255,-61.92321,0.1040546,0.1100944,0.6999689,0.03815102
2.786145,-61.79348,0.1010242,0.1115357,0.6979859,0.03685033
2.807036,-61.62733,0.09844486,0.1129595,0.6960244,0.03555266
2.824661,-61.52473,0.09664925,0.1141462,0.6943914,0.03446126
2.842285,-61.44281,0.09509555,0.1153209,0.692772,0.03337167
2.85991,-61.36129,0.09374814,0.1164846,0.6911654,0.03228368
2.877535,-61.26566,0.09259625,0.117637,0.6895721,0.03119742
2.901455,-61.12113,0.09135597,0.1191795,0.6874333,0.02972658
2.925375,-60.98788,0.09041606,0.120699,0.68532,0.02825932
2.949296,-60.86555,0.08971067,0.1221979,0.6832307,0.02679519
2.973216,-60.72858,0.08923279,0.1236748,0.6811663,0.02533449
2.998642,-60.54069,0.08903303,0.1252144,0.6790041,0.02378694
3.024067,-60.37627,0.08905488,0.1267252,0.6768722,0.022244
3.049493,-60.25712,0.08919746,0.1282123,0.6747662,0.02070465
3.074919,-60.11229,0.08947887,0.1296755,0.6726879,0.01916909
3.096487,-59.95196,0.08986807,0.1308949,0.6709494,0.01787021
3.118054,-59.80198,0.09037964,0.1320926,0.6692337,0.01657497
3.139622,-59.64519,0.09100925,0.1332679,0.6675412,0.01528353
3.16119,-59.4734,0.09174726,0.1344208,0.6658721,0.01399591
3.182558,-59.33194,0.09255167,0.135543,0.6642398,0.01272356
3.203927,-59.22186,0.09341052,0.136647,0.6626276,0.0114542
3.225295,-59.09858,0.09432833,0.1377325,0.6610357,0.01018791
3.246663,-58.94181,0.09530298,0.1387988,0.6594645,0.008924847
3.268031,-58.77825,0.09631814,0.1398458,0.6579144,0.007665049
3.2894,-58.62098,0.09741286,0.1408707,0.6563866,0.006409049
3.310768,-58.46341,0.09860962,0.1418722,0.6548817,0.005157132
3.332136,-58.32031,0.09985943,0.1428532,0.6533986,0.003908736
3.352194,-58.19612,0.1010342,0.1437587,0.6520245,0.002739455
3.372252,-58.07176,0.1022308,0.1446482,0.6506677,0.001572875
3.392309,-57.94814,0.103455,0.145521,0.649329,0.0004091643
3.412367,-57.80268,0.104713,0.1463764,0.6480085,-0.0007515775
3.438936,-57.62225,0.1064611,0.1474807,0.6462895,-0.002284114
3.465506,-57.48426,0.1082229,0.1485582,0.6445998,-0.003812106
3.492075,-57.34137,0.1099374,0.1496139,0.6429354,-0.00533655
3.518644,-57.17621,0.1116622,0.1506441,0.6412993,-0.006856695
3.54742,-56.96249,0.1136055,0.1517251,0.6395641,-0.008497053
3.576196,-56.76786,0.1156231,0.1527706,0.637866,-0.01013118
3.604972,-56.62223,0.1177202,0.1537813,0.636204,-0.01175922
3.633747,-56.45868,0.1198268,0.1547618,0.6345752,-0.01338209
3.662019,-56.27614,0.1218637,0.1556973,0.6330061,-0.01497187
3.690291,-56.10388,0.1239523,0.1566007,0.631471,-0.01655604
3.718563,-55.90568,0.1261226,0.1574703,0.629971,-0.0181343
3.746835,-55.7071,0.1283567,0.1583061,0.6285062,-0.0197066
3.774854,-55.52063,0.1306388,0.1591006,0.6270897,-0.02125898
3.802874,-55.3588,0.1329286,0.1598663,0.6257037,-0.02280627
3.830894,-55.23515,0.1351568,0.1606076,0.6243442,-0.02434922
3.858914,-55.07909,0.1373641,0.1613231,0.6230133,-0.02588772
3.883911,-54.8685,0.1393857,0.1619344,0.6218546,-0.02725565
3.908908,-54.69136,0.1414905,0.1625174,0.6207243,-0.02861847
3.933905,-54.57793,0.1436659,0.163074,0.6196209,-0.02997651
3.958902,-54.46333,0.1458171,0.1636109,0.6185392,-0.03133112
3.985785,-54.34912,0.1481123,0.1641653,0.6174016,-0.03278421
4.012667,-54.16963,0.1504303,0.164695,0.6162893,-0.03423264
4.039549,-53.84959,0.1527759,0.1651986,0.6152026,-0.03567581
4.066431,-53.57795,0.1553176,0.1656591,0.6141572,-0.03711127
4.090633,-53.48342,0.1577561,0.1660372,0.6132521,-0.0383975
4.114834,-53.36352,0.1601399,0.1663986,0.6123654,-0.03968074
4.139036,-53.19792,0.1624908,0.1667418,0.6114982,-0.0409606
4.163237,-53.03824,0.1648663,0.1670621,0.6106544,-0.04223636
4.192152,-52.86536,0.1677515,0.1674142,0.6096772,-0.04375514
4.221067,-52.7059,0.1706252,0.167738,0.6087295,-0.04526882
4.249982,-52.59489,0.1734637,0.1680361,0.6078093,-0.04677782
4.278897,-52.47655,0.17623,0.1683124,0.6069133,-0.04828286
4.313371,-52.25317,0.1795802,0.1686043,0.6058838,-0.05007043
4.347844,-52.05554,0.1829537,0.1688559,0.604896,-0.05185056
4.382318,-51.92159,0.1861971,0.1690782,0.6039409,-0.05362514
4.416792,-51.77357,0.1893619,0.1692706,0.6030188,-0.05539416
4.447758,-51.61045,0.1923514,0.169404,0.6022297,-0.05697629
4.478725,-51.42464,0.1953705,0.1695078,0.6014715,-0.05855257
4.509692,-51.18481,0.1983175,0.1695891,0.6007386,-0.06012386
4.540659,-50.96473,0.2013776,0.1696311,0.6000441,-0.06168802
4.567432,-50.7789,0.2041965,0.1696281,0.5994805,-0.06303369
4.594206,-50.60937,0.2070638,0.1695993,0.5989428,-0.06437444
4.620979,-50.51196,0.2099706,0.1695464,0.5984295,-0.06571048
4.647752,-50.39203,0.2128355,0.1694751,0.5979361,-0.06704291
4.675969,-50.14623,0.2158353,0.169375,0.597441,-0.06844266
4.704185,-49.90478,0.2190218,0.1692374,0.5969818,-0.06983513
4.732402,-49.72242,0.2223975,0.169065,0.5965569,-0.07122043
4.760619,-49.57948,0.2257973,0.1688648,0.5961594,-0.07260046
4.789456,-49.39764,0.2292136,0.1686352,0.5957779,-0.07400644
4.818292,-49.20613,0.2326724,0.1683768,0.5954252,-0.07540671
4.847129,-49.04017,0.2361547,0.1680903,0.5951006,-0.07680135
4.875966,-48.88048,0.2396446,0.167778,0.5948022,-0.07819077
4.908183,-48.72047,0.2435411,0.1674008,0.594498,-0.07973727
4.940399,-48.51075,0.2474752,0.1669906,0.5942272,-0.081277
4.972616,-48.19427,0.2515396,0.1665396,0.593996,-0.08280856
5.004833,-47.88662,0.2558683,0.1660357,0.5938142,-0.08433
5.038995,-47.64063,0.2605618,0.1654517,0.593668,-0.08593387
5.073158,-47.37185,0.2654167,0.1648232,0.5935665,-0.087528
5.10732,-47.10012,0.2706232,0.1641424,0.5935168,-0.08911057
5.141483,-46.87307,0.2759228,0.1634149,0.593512,-0.0906838
5.170153,-46.68731,0.2802137,0.1627778,0.5935337,-0.09199912
5.198824,-46.45498,0.2845729,0.1621106,0.5935855,-0.09330792
5.227494,-46.21297,0.2890811,0.1614081,0.5936717,-0.09460925
5.256165,-46.00782,0.2936734,0.1606733,0.5937896,-0.09590368
5.290004,-45.7772,0.2991113,0.159771,0.5939644,-0.09742371
5.323844,-45.50822,0.3046034,0.1588298,0.5941789,-0.09893488
5.357683,-45.2205,0.3101751,0.1578473,0.5944353,-0.1004366
5.391523,-44.91104,0.3159231,0.1568164,0.5947396,-0.1019278
5.430311,-44.57761,0.3227439,0.1555743,0.5951484,-0.1036236
5.469099,-44.2362,0.3297712,0.1542706,0.5956194,-0.1053054
5.507887,-43.8356,0.337068,0.1529001,0.5961574,-0.1069722
5.546676,-43.43786,0.344664,0.1514598,0.5967656,-0.108623
5.598268,-42.84502,0.3550714,0.1494431,0.5976786,-0.1107949
5.649861,-42.20559,0.3662692,0.1472821,0.5987366,-0.1129341
5.701453,-41.65981,0.378501,0.1449612,0.599955,-0.115037
5.753046,-41.10427,0.3911668,0.1425183,0.601306,-0.1171089
5.782075,-40.71147,0.3982279,0.1411059,0.6021126,-0.1182633
5.811103,-40.34834,0.4055257,0.1396499,0.6029671,-0.1194063
5.840132,-40.04067,0.4131136,0.138148,0.6038719,-0.1205376
5.869161,-39.69384,0.4208177,0.136611,0.604819,-0.1216585
5.898189,-39.29576,0.4286069,0.13504,0.6058087,-0.1227693
5.927218,-38.90552,0.4366051,0.1334278,0.6068475,-0.1238682
5.956246,-38.48354,0.4447757,0.1317774,0.607934,-0.1249556
5.985275,-38.04147,0.4531836,0.1300842,0.6090736,-0.1260302
6.012225,-37.67345,0.4612985,0.128468,0.6101869,-0.1270153
6.039176,-37.31163,0.4695084,0.1268249,0.6113381,-0.1279905
6.066126,-36.89918,0.4777125,0.1251623,0.6125203,-0.1289568
6.093077,-36.43593,0.4861051,0.1234658,0.6137508,-0.1299113
6.120027,-35.959,0.4947494,0.1217299,0.6150381,-0.130853
6.146978,-35.5173,0.5036395,0.1199574,0.6163775,-0.1317818
6.173928,-35.12507,0.5128468,0.1181455,0.6177728,-0.1326971
6.200878,-34.73574,0.5221204,0.116312,0.6192109,-0.1336012
6.223911,-34.34007,0.5298836,0.1147431,0.6204636,-0.134367
6.246944,-33.92015,0.5378228,0.1131491,0.6217544,-0.135123
6.269977,-33.52217,0.5460774,0.1115206,0.6230906,-0.1358676
6.29301,-33.15074,0.5544173,0.1098772,0.6244635,-0.1366028
6.314027,-32.81682,0.5619296,0.1083788,0.6257403,-0.1372672
6.335045,-32.48808,0.5694507,0.1068728,0.6270423,-0.1379245
6.356063,-32.16888,0.5769542,0.1053618,0.6283676,-0.138575
6.377081,-31.86296,0.5844291,0.1038472,0.6297153,-0.1392187
6.404315,-31.49211,0.5940556,0.1018823,0.631493,-0.1400432
6.431548,-31.16868,0.6035114,0.09992254,0.6332977,-0.1408581
6.458782,-30.89194,0.6127086,0.09797496,0.6351216,-0.1416647
6.486015,-30.62759,0.6216212,0.09604378,0.6369605,-0.1424637
6.514532,-30.31565,0.6306491,0.09404125,0.6389005,-0.1432925
6.543048,-30.04479,0.6394183,0.09205734,0.6408571,-0.1441128
6.571565,-29.86538,0.6479136,0.09009533,0.642826,-0.1449252
6.600082,-29.72925,0.6559655,0.08816707,0.6447919,-0.1457325
6.621946,-29.6535,0.6617464,0.08671808,0.6462882,-0.1463498
6.643811,-29.6068,0.667221,0.0852938,0.6477751,-0.1469654
6.665676,-29.55774,0.6723807,0.08389557,0.6492499,-0.1475799
6.687541,-29.54795,0.6772186,0.08252465,0.6507105,-0.1481938
6.709406,-29.5971,0.6816741,0.08118515,0.6521504,-0.1488082
6.731271,-29.66243,0.6857553,0.07987764,0.6535673,-0.1494236
6.753136,-29.7546,0.689491,0.07860147,0.6549611,-0.1500401
6.775001,-29.89488,0.6928205,0.07736064,0.6563255,-0.150659
6.800383,-30.11491,0.6961645,0.07596679,0.657869,-0.1513811
6.825765,-30.37143,0.6988652,0.07462758,0.6593584,-0.1521094
6.851147,-30.66335,0.700816,0.07334901,0.6607825,-0.152846
6.876528,-30.98693,0.7021122,0.07212839,0.6621457,-0.1535905
6.898943,-31.29137,0.7027864,0.07109618,0.6633023,-0.154254
6.921358,-31.58544,0.7030063,0.07010732,0.6644116,-0.1549239
6.943773,-31.87917,0.7028051,0.06916063,0.6654741,-0.1556003
6.966188,-32.24226,0.7021511,0.06825793,0.6664865,-0.1562839
6.992963,-32.7659,0.7007005,0.06724213,0.6676217,-0.1571118
7.019738,-33.32333,0.6984258,0.06629953,0.6686672,-0.1579541
7.046513,-33.92577,0.6952698,0.06543315,0.6696174,-0.1588122
7.073287,-34.54352,0.6912791,0.06464194,0.6704729,-0.1596865
7.107474,-35.33086,0.685173,0.06373325,0.6714372,-0.1608249
7.14166,-36.1419,0.6778009,0.06294321,0.67225,-0.1619905
7.175847,-36.98022,0.6690437,0.06227692,0.6729032,-0.1631855
7.210034,-37.86503,0.6590331,0.06173013,0.6734019,-0.1644099
7.242027,-38.6785,0.648835,0.06131615,0.6737419,-0.1655801
7.274021,-39.57189,0.6374671,0.06100993,0.673942,-0.1667783
7.306015,-40.60277,0.6246013,0.06082404,0.6739864,-0.1680084
7.338009,-41.56163,0.6104399,0.06075365,0.673882,-0.1692697
7.368041,-42.29317,0.5962763,0.0607807,0.673666,-0.1704792
7.398072,-43.11236,0.5814921,0.06089052,0.6733445,-0.1717117
7.428103,-44.04301,0.5661784,0.06108261,0.6729181,-0.1729675
