t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.03220432,-62.76925,0.05375317,0.5959799,0.3177694,0.09791085
0.06440864,-60.4901,0.05611166,0.5955629,0.3180482,0.09589487
0.09661296,-58.32403,0.05990333,0.5948533,0.318519,0.09395105
0.1288173,-56.29255,0.0650913,0.5938012,0.3191934,0.09207593
0.1610216,-54.34526,0.0716378,0.5923692,0.3200757,0.09026527
0.1932259,-52.48049,0.07948199,0.5905529,0.3211599,0.08851653
0.2254302,-50.68519,0.08860761,0.5883268,0.3224467,0.08682729
0.2576346,-48.94277,0.09900437,0.5856659,0.3239366,0.08519553
0.3104274,-46.13387,0.1187645,0.5803034,0.3268189,0.08264052
0.3632202,-43.3125,0.1421137,0.5735623,0.3302707,0.08023451
0.4160131,-40.33213,0.169518,0.5652419,0.3343473,0.07798444
0.4688059,-36.93442,0.2015988,0.5551077,0.339131,0.07590374
0.5197724,-32.97888,0.2381843,0.5433347,0.3445725,0.07408339
0.5707389,-27.88819,0.282222,0.5291231,0.3510548,0.07249127
0.6217054,-21.05924,0.33617,0.5123342,0.3589501,0.07119635
0.6726719,-11.90006,0.4033376,0.4933993,0.3688403,0.07030616
0.6899952,-8.154607,0.4297745,0.4866383,0.3727848,0.07011977
0.7073185,-4.070849,0.458029,0.4797962,0.3770694,0.07000132
0.7246417,0.3248143,0.488009,0.47292,0.3817199,0.06995636
0.741965,4.974818,0.5195164,0.4660496,0.3867562,0.06998978
0.7592883,9.790309,0.55224,0.4592172,0.3921901,0.0701053
0.7766115,14.63378,0.5857316,0.4524448,0.3980206,0.07030471
0.7939348,19.34812,0.6194661,0.4457472,0.4042318,0.07058721
0.811258,23.77193,0.6528624,0.439134,0.4107912,0.07094906
0.8245429,26.87364,0.6778644,0.4341226,0.4160277,0.07127617
0.8378278,29.65653,0.7020788,0.4291647,0.4214163,0.07164237
0.8511127,32.08089,0.7253065,0.4242609,0.4269303,0.07204344
0.8643976,34.14228,0.747378,0.4194115,0.4325397,0.07247435
0.8776825,35.8678,0.7681629,0.4146165,0.4382128,0.07292957
0.8909674,37.25341,0.7876144,0.4098754,0.4439281,0.07340543
0.9042523,38.31423,0.8057166,0.405188,0.4496656,0.07389833
0.9175371,39.1185,0.8224621,0.4005538,0.455401,0.07440368
0.9295433,39.68619,0.8364474,0.3964112,0.4605649,0.07486766
0.9415494,40.10133,0.8494013,0.3923112,0.4657048,0.07533751
