t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.01925077,-62.58606,0.05441256,0.595865,0.3178506,0.09875282
0.03850153,-60.28477,0.05862081,0.5950688,0.3183806,0.09755129
0.0577523,-58.08468,0.06524931,0.59369,0.3192756,0.09639357
0.07700307,-55.97877,0.07404361,0.5916881,0.3205383,0.09527753
0.09625383,-53.98533,0.08489742,0.5890095,0.3221709,0.09420113
0.1155046,-52.05202,0.09770664,0.5856321,0.3241688,0.09316273
0.1347554,-50.12104,0.1124247,0.5815143,0.3265335,0.09216137
0.1540061,-48.20387,0.1292243,0.5765482,0.3292853,0.09119707
0.172261,-46.42567,0.1472036,0.570971,0.3322674,0.0903169
0.1905159,-44.62175,0.1670969,0.5645345,0.3356086,0.08946949
0.2087708,-42.72391,0.1890368,0.5571668,0.3393277,0.08865572
0.2270257,-40.67716,0.2133268,0.5487558,0.3434629,0.08787796
0.2499269,-37.81444,0.2477779,0.5365304,0.3493257,0.08695883
0.272828,-34.39566,0.287606,0.5221116,0.3560672,0.08611122
0.2957292,-30.14075,0.3342994,0.5051866,0.3639174,0.0853504
0.3186303,-24.77716,0.389873,0.4855751,0.3732234,0.08469923
0.3329125,-20.69587,0.4299785,0.4720172,0.3799607,0.08436164
0.3471947,-15.93135,0.4746774,0.457662,0.3875728,0.08408723
0.3614768,-10.46569,0.523914,0.4427705,0.3961976,0.08388589
0.375759,-4.282955,0.5770806,0.4276554,0.4059645,0.08376772
0.3900412,2.521265,0.6330276,0.4126235,0.416986,0.08374275
0.4043234,9.548761,0.6894878,0.3978646,0.4292861,0.08381711
0.4186055,16.34111,0.7438924,0.3835052,0.4427773,0.0839905
0.4328877,22.41463,0.7938444,0.3696066,0.4572683,0.08425624
0.4436581,26.24388,0.8273301,0.3594381,0.4686833,0.08450978
0.4544286,29.372,0.8567688,0.3495398,0.4803621,0.08480076
0.465199,31.80686,0.8820796,0.3399086,0.4921739,0.08512172
0.4759694,33.55519,0.9034289,0.3305399,0.5039969,0.08546518
0.4842655,34.48113,0.9174009,0.3234986,0.5130422,0.08574048
0.4925616,35.11119,0.9294363,0.3166069,0.5219921,0.08602219
0.5008577,35.47964,0.9397428,0.3098616,0.5308168,0.08630805
0.5091539,35.62694,0.9485298,0.3032601,0.5394912,0.08659601
0.51745,35.60889,0.9559987,0.2967993,0.5479947,0.08688423
0.5257461,35.45114,0.9623334,0.2904765,0.5563186,0.08717173
0.5340422,35.15673,0.9676975,0.2842888,0.5644561,0.08745759
0.5423383,34.73283,0.9722274,0.2782334,0.5723958,0.08774049
0.5516967,34.14974,0.9764886,0.2715581,0.5811044,0.08805462
0.5610551,33.47776,0.9799986,0.2650439,0.5895512,0.08836282
0.5704135,32.71303,0.9828835,0.2586871,0.597736,0.08866434
0.5797719,31.88116,0.9852514,0.252484,0.6056584,0.08895838
0.5932103,30.63039,0.9879225,0.2438384,0.6165739,0.08936574
0.6066486,29.28436,0.9899169,0.2354919,0.6269707,0.08975572
0.620087,27.83192,0.9913928,0.2274344,0.6368712,0.0901281
