t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.01711548,-64.21836,0.05319056,0.5960783,0.3177055,0.09887707
0.03423096,-63.36523,0.0539543,0.5959485,0.3177937,0.09776831
0.05134644,-62.52952,0.05519846,0.5957267,0.3179442,0.09667425
0.06846192,-61.72645,0.05688508,0.5954072,0.318159,0.09559455
0.0855774,-60.93406,0.05897366,0.5949875,0.3184381,0.09452861
0.1026929,-60.15652,0.06143971,0.5944683,0.3187804,0.09347627
0.1198084,-59.39284,0.06426259,0.5938474,0.3191862,0.09243731
0.1369238,-58.64199,0.06742543,0.5931228,0.3196553,0.09141149
0.1766788,-56.93888,0.07600083,0.5910265,0.3209897,0.08907818
0.2164337,-55.28329,0.08625142,0.5883215,0.3226689,0.08681246
0.2561887,-53.65541,0.09816521,0.584963,0.3246988,0.08461312
0.2959436,-52.02173,0.1117437,0.5809012,0.3270866,0.08247946
0.3393128,-50.17899,0.128543,0.5755915,0.3301157,0.08022738
0.382682,-48.22071,0.1477612,0.5692324,0.3336259,0.07805816
0.4260511,-46.05277,0.1699701,0.5616151,0.3376845,0.07597968
0.4694203,-43.52086,0.1959624,0.5524482,0.34239,0.07400383
0.5046129,-41.05601,0.2207324,0.5435786,0.346794,0.0724892
0.5398055,-38.05156,0.2498936,0.5330333,0.351855,0.07107012
0.5749981,-34.25459,0.2849476,0.5203775,0.3577711,0.06976966
0.6101907,-29.3195,0.3281509,0.5051229,0.364851,0.06862253
0.6378311,-24.37874,0.3696339,0.4910609,0.3715011,0.06785954
0.6654716,-18.11119,0.419504,0.475307,0.3794202,0.06725166
0.693112,-10.26786,0.478673,0.4582798,0.3889419,0.06683693
0.7207524,-0.884964,0.5469415,0.4406528,0.4004273,0.06665933
0.7399374,6.348688,0.5986801,0.4284639,0.4097203,0.0666981
0.7591225,13.73338,0.651833,0.416457,0.4201137,0.06687794
0.7783075,20.76064,0.7041919,0.404712,0.431533,0.0671971
0.7974925,26.92043,0.7535151,0.3932668,0.4438081,0.06764354
0.8076612,29.6809,0.7777071,0.3873244,0.4505766,0.06792462
0.8178299,32.05071,0.8003065,0.3814688,0.4574761,0.06823177
0.8279986,34.02028,0.821203,0.3756997,0.4644679,0.06856116
0.8381673,35.61174,0.8403393,0.3700166,0.4715119,0.06890868
0.848336,36.8688,0.8577159,0.3644186,0.4785703,0.06927019
0.8585047,37.81469,0.8734027,0.3589047,0.4856171,0.06964286
0.8686734,38.48179,0.8874917,0.3534738,0.4926297,0.07002409
0.8788421,38.92535,0.9000815,0.3481249,0.4995841,0.07041097
0.8891111,39.20233,0.9113911,0.3428053,0.5065278,0.07080482
0.8993802,39.32326,0.9214266,0.337567,0.5133836,0.07120068
0.9096493,39.31036,0.9303146,0.3324087,0.5201433,0.07159734
0.9199183,39.1977,0.9381708,0.3273294,0.5267972,0.07199335
0.9309703,38.99818,0.9455991,0.3219498,0.5338322,0.07241742
0.9420222,38.7208,0.9520907,0.3166587,0.5407353,0.07283883
0.9530742,38.37495,0.95776,0.3114549,0.5475046,0.07325694
0.9641261,37.97815,0.9627084,0.306337,0.5541372,0.07367092
0.9771328,37.46647,0.9677304,0.3004219,0.5617647,0.07415184
0.9901394,36.90123,0.9720072,0.2946216,0.5692025,0.07462572
1.003146,36.28379,0.9756481,0.2889338,0.5764527,0.0750921
1.016153,35.62844,0.978747,0.2833565,0.583515,0.07555018
1.030946,34.85633,0.9817139,0.2771445,0.5913188,0.0760601
1.04574,34.03928,0.9841815,0.2710696,0.5988866,0.07655823
1.060534,33.17147,0.9862317,0.2651288,0.6062239,0.07704428
1.075328,32.27236,0.9879319,0.2593195,0.6133318,0.07751728
1.090388,31.34637,0.9893602,0.2535376,0.6203331,0.07798436
1.105448,30.38629,0.9905335,0.247886,0.6271072,0.0784372
1.120509,29.38462,0.991493,0.2423619,0.6336608,0.07887571
1.135569,28.36116,0.9922704,0.2369626,0.6399957,0.079299
1.150419,27.35018,0.9928833,0.2317583,0.6460298,0.07970063
1.16527,26.3159,0.9933678,0.2266702,0.6518621,0.08008705
1.18012,25.25236,0.9937425,0.2216958,0.6574988,0.08045824
1.19497,24.17523,0.9940201,0.216833,0.6629423,0.08081357
1.209844,23.0988,0.9942104,0.2120719,0.6682031,0.0811529
1.224718,22.00735,0.9943254,0.207418,0.6732805,0.08147609
1.239592,20.89599,0.9943738,0.2028692,0.6781804,0.0817832
1.254466,19.77738,0.9943597,0.1984233,0.6829056,0.08207374
1.269462,18.65539,0.9942848,0.1940432,0.6874954,0.08234941
1.284458,17.52504,0.9941557,0.1897636,0.6919175,0.08260817
1.299454,16.38222,0.9939763,0.1855824,0.6961775,0.08285015
1.31445,15.2372,0.9937463,0.1814979,0.7002783,0.08307499
1.329541,14.09329,0.9934624,0.1774833,0.7042471,0.0832836
1.344632,12.94636,0.9931297,0.1735629,0.7080639,0.08347492
1.359724,11.7931,0.9927491,0.1697347,0.7117338,0.0836491
1.374815,10.64153,0.9923179,0.1659973,0.7152596,0.0838059
1.389891,9.500919,0.9918329,0.1623527,0.7186408,0.08394498
1.404967,8.361365,0.9912954,0.1587953,0.7218866,0.08406686
1.420043,7.220347,0.9907045,0.1553237,0.7250012,0.08417171
1.435119,6.083748,0.9900559,0.1519365,0.7279874,0.08425942
1.449948,4.975884,0.9893567,0.148686,0.7308018,0.08432884
1.464776,3.871851,0.9885967,0.1455146,0.7334991,0.08438186
1.479605,2.769905,0.9877738,0.142421,0.7360827,0.08441864
1.494434,1.673921,0.9868827,0.1394041,0.738555,0.08443914
1.508508,0.6427123,0.9859685,0.1366108,0.7408009,0.08444351
1.522583,-0.3833602,0.9849863,0.1338848,0.7429519,0.08443341
1.536657,-1.405259,0.9839331,0.1312251,0.7450106,0.08440897
1.550731,-2.420942,0.9828037,0.1286312,0.7469789,0.0843702
1.563234,-3.316335,0.981732,0.1263816,0.7486532,0.08432377
1.575736,-4.206885,0.9805939,0.1241827,0.7502594,0.08426618
1.588238,-5.092948,0.9793864,0.1220341,0.7517993,0.08419752
1.600741,-5.973805,0.9781056,0.1199353,0.753274,0.08411783
1.616865,-7.100336,0.9763379,0.1173017,0.7550817,0.08399881
1.632989,-8.21865,0.9744346,0.1147494,0.7567864,0.08386172
1.649113,-9.330164,0.9723888,0.1122777,0.758391,0.08370676
1.665237,-10.43267,0.9701889,0.1098859,0.7598979,0.08353399
1.683899,-11.69413,0.9674341,0.1072171,0.7615225,0.08331185
1.702561,-12.94489,0.9644465,0.1046535,0.7630235,0.08306633
1.721223,-14.18724,0.9612126,0.1021941,0.7644048,0.08279774
1.739885,-15.41795,0.9577107,0.0998385,0.7656692,0.08250614
1.761609,-16.83188,0.953265,0.0972267,0.7669974,0.08213783
1.783333,-18.23264,0.9484044,0.09475343,0.7681768,0.08173903
1.805058,-19.62319,0.9431018,0.09241743,0.7692124,0.08131018
1.826782,-21.00015,0.9373161,0.09021832,0.7701077,0.08085139
1.853184,-22.65387,0.9295785,0.0877291,0.7710123,0.08025383
1.879586,-24.29164,0.9210109,0.08543902,0.7717225,0.07961298
1.905987,-25.91512,0.9115419,0.08334647,0.7722445,0.07892924
1.932389,-27.52739,0.9010976,0.08144963,0.7725838,0.07820298
1.957762,-29.07412,0.8900838,0.07980851,0.7727434,0.0774654
1.983136,-30.6137,0.8780114,0.07834524,0.7727424,0.07668883
2.008509,-32.14381,0.8647796,0.07705914,0.7725831,0.07587309
2.033882,-33.67865,0.850338,0.07594672,0.7722702,0.07501861
2.059255,-35.23595,0.8346501,0.07500393,0.7718084,0.07412583
2.084629,-36.80089,0.8175385,0.0742329,0.771196,0.07319364
2.110002,-38.36983,0.798859,0.07363407,0.7704327,0.07222124
2.135375,-39.96385,0.7785731,0.07320369,0.7695221,0.07120885
2.162402,-41.71649,0.7551873,0.07292605,0.768394,0.07008673
2.18943,-43.49911,0.7296562,0.07284108,0.767097,0.06891707
2.216457,-45.30231,0.7017612,0.07295236,0.765628,0.06769813
2.243484,-47.15327,0.6715342,0.07325688,0.7639908,0.06642994
2.270701,-49.08978,0.6388281,0.07375626,0.7621759,0.0651031
2.297918,-51.05758,0.603559,0.07446036,0.7601876,0.06372336
2.325135,-53.03298,0.5656872,0.07537644,0.7580249,0.0622892
2.352352,-55.0188,0.5255791,0.07650429,0.7556945,0.06080129
2.381084,-57.12011,0.4814032,0.07792352,0.7530618,0.05917364
2.409816,-59.15436,0.4357088,0.07959043,0.7502549,0.05748685
2.438548,-61.06694,0.3892571,0.08150895,0.7472841,0.05574265
2.46728,-62.83051,0.3432993,0.08366833,0.744169,0.05394583
2.496745,-64.45885,0.2981253,0.08611485,0.7408484,0.05205489
2.526209,-65.85777,0.2558713,0.08878354,0.7374178,0.05011987
2.555673,-67.01139,0.2173728,0.0916507,0.7338985,0.04814702
2.585138,-67.9359,0.183332,0.09468095,0.7303151,0.04614396
2.613769,-68.64414,0.1548605,0.09774506,0.7267937,0.04417569
2.6424,-69.18156,0.1306832,0.1009027,0.7232466,0.04219016
2.671031,-69.57258,0.1104732,0.1041298,0.7196858,0.04019146
2.699662,-69.84837,0.09386423,0.1074015,0.7161241,0.03818377
2.734978,-70.07339,0.07761897,0.1114663,0.7117448,0.03570019
2.770293,-70.19505,0.06517057,0.1155447,0.7073882,0.03321133
2.805608,-70.23719,0.05575519,0.11962,0.7030613,0.03071975
