t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.007867518,-64.00405,0.05338164,0.5960466,0.3177274,0.09948472
0.01573504,-63.0297,0.05464119,0.5958234,0.3178785,0.09897722
0.02360255,-62.07203,0.05660784,0.5954484,0.3181306,0.09847733
0.03147007,-61.12873,0.05921639,0.5949168,0.3184848,0.09798494
0.03933759,-60.2017,0.06242235,0.594223,0.3189424,0.09749997
0.04720511,-59.29724,0.06617407,0.593364,0.3195031,0.09702224
0.05507262,-58.41314,0.070436,0.5923357,0.3201669,0.0965516
0.06294014,-57.53603,0.07518838,0.5911326,0.3209342,0.09608792
0.07417733,-56.30494,0.08281988,0.589096,0.3222118,0.09543758
0.08541451,-55.10333,0.09138337,0.586678,0.3237016,0.09480099
0.0966517,-53.91048,0.1008412,0.5838652,0.3254034,0.09417787
0.1078889,-52.72731,0.1112301,0.580628,0.3273221,0.09356814
0.1202582,-51.44005,0.1237962,0.5765389,0.3296902,0.09291237
0.1326274,-50.16596,0.1374847,0.571893,0.3323236,0.09227247
0.1449967,-48.88949,0.152306,0.5666647,0.3352256,0.09164845
0.157366,-47.56218,0.1683766,0.5607996,0.3384088,0.09104062
0.1704067,-46.08212,0.1868692,0.5538518,0.3420913,0.09041812
0.1834473,-44.52028,0.2071371,0.5460484,0.3461326,0.08981548
0.196488,-42.832,0.2294428,0.5372918,0.3505666,0.08923408
0.2095286,-40.96404,0.2541366,0.5274579,0.3554406,0.0886759
0.2223927,-38.8932,0.281328,0.5165502,0.3607455,0.08815077
0.2352569,-36.50911,0.3118634,0.5042634,0.3666216,0.0876542
0.248121,-33.70316,0.3464133,0.4904169,0.3731781,0.08719071
0.2609851,-30.3687,0.3859199,0.4748331,0.3805717,0.08676662
0.2738492,-26.36918,0.4313206,0.4574155,0.3889912,0.08638959
0.2867134,-21.53011,0.483506,0.4382816,0.398682,0.08606949
0.2995775,-15.75505,0.5426551,0.4177955,0.4099123,0.08581771
0.3124416,-9.035259,0.607749,0.3966129,0.4229378,0.0856462
0.3223163,-3.294397,0.6604072,0.3803654,0.4342976,0.08557664
0.3321909,2.719801,0.7132899,0.3643865,0.4468781,0.08556535
0.3420656,8.709607,0.7641675,0.3488522,0.4606229,0.08561338
0.3519402,14.37231,0.8109909,0.3338613,0.4753968,0.08571916
0.3618149,19.38826,0.8520578,0.3194502,0.4909869,0.08587818
0.3716895,23.52288,0.8865015,0.3056271,0.5071062,0.08608232
0.3815642,26.67888,0.9141932,0.2923849,0.5234668,0.08632235
0.3914389,28.86766,0.9357147,0.2797086,0.5398041,0.08658883
0.4019993,30.23457,0.9531732,0.266755,0.5569848,0.08689248
0.4125598,30.80045,0.9659212,0.2543997,0.5736646,0.08720626
0.4231202,30.75156,0.9749231,0.2426169,0.5897006,0.08752262
0.4336807,30.16522,0.9812279,0.2313822,0.6049994,0.08783539
0.4448219,29.05176,0.9859398,0.2200973,0.620273,0.08815561
0.455963,27.58384,0.9891295,0.2093679,0.6346283,0.0884614
0.4671041,25.84768,0.9911952,0.1991681,0.648067,0.08874957
0.4782453,23.91412,0.9924781,0.1894735,0.6605984,0.08901722
0.4883232,22.02621,0.9931617,0.1811206,0.671168,0.08923962
0.4984012,20.03321,0.9934908,0.1731457,0.6810412,0.08944247
0.5084792,17.96954,0.9935395,0.1655333,0.690249,0.08962516
0.5185571,15.85584,0.9933395,0.1582694,0.6988159,0.0897868
0.5286351,13.70571,0.9928978,0.1513412,0.7067653,0.08992656
0.5387131,11.52437,0.9922511,0.1447349,0.7141324,0.0900445
0.548791,9.324374,0.9914126,0.1384384,0.7209488,0.09014061
0.558869,7.138003,0.9903552,0.1324414,0.7272396,0.09021463
0.5688349,4.990419,0.989057,0.1267968,0.7329665,0.09026592
0.5788008,2.853076,0.9875222,0.1214257,0.738233,0.09029589
0.5887667,0.7469797,0.9857424,0.116319,0.7430664,0.09030493
0.5987326,-1.330391,0.9836702,0.1114702,0.7474873,0.09029314
0.6070448,-3.032097,0.9816765,0.107619,0.7508722,0.09026739
0.615357,-4.722038,0.9794431,0.1039384,0.7539975,0.09022754
0.6236692,-6.41729,0.9769554,0.1004245,0.7568749,0.0901738
0.6319814,-8.082908,0.9741689,0.09707543,0.7595121,0.09010615
0.6386963,-9.384656,0.9716719,0.0944891,0.7614731,0.09004141
0.6454112,-10.66726,0.9689604,0.09200644,0.7632914,0.089968
0.6521261,-11.93515,0.9660252,0.08962574,0.7649726,0.0898861
0.6588409,-13.18928,0.9628437,0.08734618,0.7665205,0.08979574
0.665979,-14.50858,0.9591676,0.08503288,0.7680238,0.08969048
0.6731171,-15.80373,0.9551746,0.08283116,0.7693861,0.08957591
0.6802552,-17.07046,0.9508458,0.08073954,0.7706127,0.08945217
0.6873933,-18.32303,0.9461642,0.07875643,0.7717086,0.08931944
0.6963417,-19.87632,0.9397574,0.07642201,0.7729037,0.08914049
0.70529,-21.39424,0.9327187,0.07425346,0.7739079,0.08894782
0.7142383,-22.87991,0.9250195,0.07224719,0.7747301,0.08874177
0.7231866,-24.3319,0.9166145,0.07040033,0.7753778,0.08852261
0.7356275,-26.28317,0.9036836,0.06809126,0.7760019,0.08819665
0.7480683,-28.18974,0.8892441,0.06607289,0.7763223,0.0878467
0.7605091,-30.07217,0.8732015,0.06433567,0.7763549,0.08747338
0.77295,-31.90057,0.855438,0.06287149,0.7761122,0.08707709
0.7868841,-33.87557,0.8334369,0.06154193,0.7755317,0.08660674
0.8008182,-35.79647,0.8091683,0.06052437,0.7746444,0.08610933
0.8147524,-37.65405,0.7825828,0.05980506,0.773466,0.08558552
0.8286865,-39.4656,0.7537359,0.05936836,0.7720139,0.08503617
0.845389,-41.59128,0.7162078,0.05920007,0.7699321,0.08434492
0.8620916,-43.68564,0.6755906,0.0594053,0.767494,0.08361847
0.8787941,-45.75427,0.6321907,0.05996967,0.7647183,0.08285764
0.8954967,-47.74049,0.5863102,0.06088305,0.7616224,0.08206314
0.9116514,-49.53584,0.5401991,0.06208389,0.7583471,0.08126409
0.9278061,-51.23544,0.4933815,0.06357706,0.7548236,0.08043692
0.9439608,-52.84565,0.4466761,0.0653498,0.751074,0.07958317
0.9601156,-54.36262,0.4008791,0.06739134,0.7471194,0.0787043
0.9762703,-55.72313,0.3569842,0.06968397,0.7429861,0.07780241
0.992425,-56.90086,0.3158451,0.07220266,0.7387044,0.07688012
1.00858,-57.9238,0.2780377,0.07492285,0.7343024,0.07593992
1.024734,-58.79875,0.2441475,0.07781423,0.72981,0.07498453
1.039843,-59.48309,0.2162716,0.08064654,0.725551,0.07407958
1.054951,-60.05164,0.1919667,0.08358208,0.7212541,0.0731653
1.07006,-60.50813,0.1711091,0.08659845,0.7169369,0.07224344
1.085168,-60.84513,0.1534795,0.08967263,0.7126168,0.07131573
1.101,-61.09446,0.138105,0.09293227,0.7081038,0.07033912
1.116831,-61.26029,0.125617,0.09620883,0.70362,0.06935943
1.132662,-61.34683,0.1156952,0.09948343,0.6991782,0.06837801
1.148493,-61.38822,0.1078544,0.1027436,0.6947864,0.06739573
1.164324,-61.38614,0.1016795,0.1059797,0.6904508,0.06641328
1.180155,-61.32832,0.09695225,0.1091802,0.6861785,0.06543145
1.195986,-61.23794,0.09341663,0.1123357,0.6819752,0.0644509
1.211818,-61.12149,0.0908941,0.1154385,0.6778458,0.06347216
1.22861,-60.98993,0.08917135,0.1186672,0.6735502,0.0624364
1.245402,-60.83563,0.08816568,0.1218287,0.6693414,0.06140324
1.262194,-60.63853,0.08770505,0.1249184,0.6652214,0.06037303
1.278986,-60.42891,0.08778675,0.1279293,0.6611962,0.05934634
1.293978,-60.23986,0.08830953,0.1305476,0.6576856,0.05843297
1.30897,-60.02803,0.08913158,0.1330984,0.6542527,0.05752274
1.323961,-59.80605,0.09020966,0.1355789,0.6508993,0.05661591
1.338953,-59.58272,0.09152737,0.1379879,0.6476262,0.05571256
1.354212,-59.35305,0.0930593,0.1403681,0.6443756,0.0547966
1.369472,-59.11822,0.09478373,0.1426736,0.6412078,0.05388434
1.384731,-58.8801,0.09672111,0.1449024,0.638124,0.05297596
1.39999,-58.63874,0.09880424,0.1470556,0.6351231,0.0520714
1.414582,-58.40955,0.1008932,0.1490463,0.6323292,0.05120984
1.429174,-58.18603,0.1030699,0.1509697,0.6296088,0.0503517
1.443767,-57.95993,0.1053066,0.1528255,0.6269615,0.04949703
1.458359,-57.71505,0.1076411,0.1546125,0.6243887,0.04864592
1.472657,-57.45366,0.1100724,0.1562933,0.6219427,0.04781567
1.486954,-57.21154,0.1126186,0.1579047,0.6195701,0.0469891
1.501252,-57.002,0.1152373,0.1594506,0.6172674,0.04616597
1.51555,-56.79745,0.1178695,0.1609361,0.6150304,0.04534596
1.529589,-56.56844,0.1204876,0.1623353,0.6128982,0.04454391
1.543627,-56.3237,0.1231948,0.1636701,0.6108336,0.04374531
1.557666,-56.07572,0.1259845,0.1649394,0.6088371,0.04295025
1.571704,-55.83879,0.1288637,0.1661434,0.6069083,0.04215872
1.585743,-55.60807,0.1318551,0.167283,0.6050466,0.04137064
