t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.02533634,-61.70935,0.05389141,0.5959579,0.3177844,0.09837003
0.05067269,-58.50268,0.05667399,0.5954575,0.318113,0.09682268
0.07600903,-55.4985,0.06119962,0.5945826,0.3186718,0.09535431
0.1013454,-52.70461,0.06746871,0.5932707,0.3194698,0.09396004
0.1238829,-50.35517,0.07451631,0.5916907,0.3203835,0.09277787
0.1464204,-48.12694,0.08291659,0.5897022,0.3214863,0.09164751
0.1689579,-46.00623,0.092662,0.5872799,0.3227773,0.09056642
0.1914953,-43.97709,0.1037394,0.5844045,0.3242548,0.0895323
0.2323588,-40.45677,0.1271233,0.5780002,0.3274002,0.0877704
0.2732223,-37.05573,0.154808,0.5700128,0.3311517,0.08614993
0.3140858,-33.61571,0.1869611,0.5604134,0.3355354,0.08467137
0.3549493,-29.87447,0.2237796,0.549219,0.3405942,0.08333999
0.3938239,-25.76501,0.263624,0.5371191,0.3461177,0.08222463
0.4326986,-20.79599,0.3092622,0.5236547,0.3524926,0.08128519
0.4715732,-14.62975,0.3617366,0.5090331,0.3599277,0.0805605
0.5104478,-7.001023,0.4220089,0.4936347,0.3686973,0.08010286
0.5342132,-1.557678,0.4629225,0.4840517,0.3748487,0.07998088
0.5579787,4.394683,0.5065506,0.4744617,0.3816735,0.07999499
0.5817442,10.6637,0.5522042,0.4649433,0.3892039,0.08015468
0.6055097,16.94093,0.5988441,0.4555492,0.3974349,0.0804637
0.6212201,20.90845,0.6295642,0.4494227,0.403238,0.08074846
0.6369306,24.59112,0.6597103,0.4433684,0.409298,0.08109338
0.6526411,27.88899,0.6888997,0.4373894,0.41558,0.08149353
0.6683516,30.74777,0.7167827,0.431487,0.4220409,0.08194217
0.6802753,32.615,0.7368908,0.4270586,0.4270344,0.08231019
0.692199,34.20946,0.7560058,0.4226746,0.4320865,0.08269881
0.7041228,35.53478,0.774077,0.4183348,0.4371803,0.08310515
0.7160465,36.62193,0.791067,0.414039,0.4422973,0.08352588
