t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.009706196,-63.71311,0.05364374,0.5960024,0.3177571,0.09936566
0.01941239,-62.40828,0.05563967,0.5956398,0.3180018,0.09874395
0.02911859,-61.13491,0.0587575,0.595021,0.3184155,0.09813483
0.03882478,-59.90051,0.06289298,0.5941335,0.3190009,0.09753798
0.04853098,-58.69132,0.0679678,0.5929668,0.3197585,0.09695303
0.05823717,-57.50831,0.07391468,0.5915109,0.3206889,0.09637974
0.06794337,-56.34925,0.08069669,0.5897536,0.3217931,0.09581787
0.07764957,-55.2113,0.0882861,0.5876822,0.3230718,0.0952672
0.09369369,-53.36589,0.1025436,0.5835354,0.3255695,0.09438097
0.1097378,-51.55226,0.1189638,0.5784266,0.3285517,0.09352419
0.1257819,-49.74744,0.1376206,0.5722768,0.332029,0.09269665
0.141826,-47.91401,0.1585869,0.5650013,0.3360154,0.09189842
0.1596297,-45.78411,0.1847382,0.5554854,0.3410633,0.09104773
0.1774333,-43.48671,0.2144858,0.5442381,0.3468312,0.09023638
0.1952369,-40.91104,0.2486607,0.5309648,0.3534253,0.08946864
0.2130405,-37.88681,0.2883198,0.5153002,0.3609983,0.08875079
0.2266602,-35.13809,0.3233136,0.5014257,0.3675935,0.08824112
0.2402799,-31.86645,0.3634066,0.4856305,0.3750469,0.08777227
0.2538996,-27.90805,0.4095756,0.4677822,0.3835565,0.08735228
0.2675192,-23.09114,0.4628785,0.4479341,0.393388,0.08699189
0.277573,-18.88877,0.5073037,0.4321662,0.4016791,0.0867717
0.2876267,-14.0694,0.5558752,0.4157646,0.410999,0.08659696
0.2976804,-8.642224,0.6078828,0.3990566,0.4214692,0.08647359
0.3077341,-2.71846,0.6620571,0.3823683,0.4331867,0.08640723
0.3177879,3.488849,0.7165382,0.3659889,0.4462038,0.08640261
0.3278416,9.655576,0.7686766,0.3500844,0.4604407,0.0864604
0.3378953,15.43495,0.8161585,0.3347538,0.4757294,0.08657806
0.347949,20.49031,0.8574157,0.3200388,0.4918384,0.08675039
0.3565511,24.03958,0.8871497,0.307937,0.5060479,0.08693506
0.3651531,26.84115,0.9117184,0.2962801,0.5204341,0.08714697
0.3737551,28.91253,0.9314501,0.2850576,0.5348159,0.08737971
0.3823571,30.29979,0.9469806,0.2742567,0.5490396,0.08762727
0.3920441,31.14338,0.9604348,0.2625809,0.5647044,0.08791668
0.4017311,31.36808,0.9704159,0.2514017,0.5798726,0.08821123
0.4114181,31.09393,0.9776643,0.2406992,0.5944564,0.08850576
0.4211051,30.40361,0.9828739,0.2304546,0.608389,0.08879555
0.432293,29.19426,0.9871243,0.2191687,0.6236122,0.08911891
0.4434809,27.65247,0.9899861,0.2084408,0.6379004,0.08942689
0.4546687,25.85046,0.9918357,0.1982443,0.651265,0.0897167
0.4658566,23.85029,0.9929586,0.1885553,0.6637131,0.08998522
0.4766903,21.77773,0.9935418,0.1796354,0.6749096,0.09022248
0.4875241,19.60003,0.9937566,0.1711492,0.6853065,0.09043672
0.4983578,17.33924,0.99368,0.1630774,0.6949435,0.09062725
0.5091916,15.02766,0.9933386,0.1554032,0.7038512,0.09079304
0.5198232,12.73806,0.9927504,0.1482435,0.7119137,0.09093085
0.5304548,10.43221,0.9919411,0.141436,0.7193459,0.09104424
0.5410864,8.119045,0.9909144,0.134967,0.7261844,0.09113328
0.5517181,5.814747,0.9896421,0.1288246,0.7324589,0.09119779
0.562278,3.549057,0.9880996,0.1230365,0.7381605,0.0912375
0.5728379,1.306856,0.9862735,0.1175489,0.7433668,0.09125342
0.5833978,-0.9082803,0.9841399,0.1123523,0.7481069,0.09124592
0.5939578,-3.088936,0.9816511,0.1074387,0.7524054,0.09121523
0.6037919,-5.083171,0.978969,0.103111,0.7560315,0.09116602
0.6136261,-7.042634,0.9759104,0.0990165,0.759315,0.09109739
0.6234603,-8.966313,0.9724399,0.09514973,0.7622739,0.09100971
0.6332944,-10.8522,0.9685114,0.09150626,0.7649244,0.0909033
0.6464761,-13.31803,0.9624404,0.08696582,0.7680192,0.09073192
0.6596578,-15.71393,0.9553605,0.08280877,0.7706227,0.09052852
0.6728395,-18.04053,0.9471633,0.07902516,0.7727675,0.09029408
0.6860212,-20.2974,0.9377176,0.07560621,0.7744825,0.09002948
0.7055109,-23.51985,0.9213171,0.07119515,0.7762915,0.08958525
0.7250006,-26.59323,0.9014757,0.06752892,0.7772955,0.08907972
0.7444904,-29.51175,0.8776905,0.06457648,0.7775578,0.08851508
0.7639801,-32.3109,0.8499181,0.06228903,0.7771501,0.08789468
0.7821145,-34.84824,0.8206743,0.06071021,0.7762284,0.08727042
0.8002489,-37.29102,0.7874845,0.05964498,0.7748044,0.08660104
0.8183832,-39.6292,0.750025,0.05907167,0.7729032,0.08588729
0.8365176,-41.89956,0.7088686,0.05895031,0.7705683,0.08513168
0.8531921,-43.95306,0.6683801,0.05920656,0.768073,0.08440198
0.8698665,-45.94048,0.6251714,0.0598131,0.7652508,0.08363866
0.886541,-47.84699,0.579567,0.06075935,0.7621193,0.08284251
0.9032155,-49.67034,0.5324546,0.06202611,0.7587057,0.08201531
0.9204448,-51.45871,0.4833015,0.06365162,0.7549119,0.08113002
0.9376742,-53.11663,0.4344205,0.06558872,0.7508694,0.08021515
0.9549036,-54.62136,0.3868076,0.06781862,0.7466078,0.07927295
0.972133,-55.96005,0.3416635,0.07031389,0.7421624,0.07830636
0.9903545,-57.18659,0.2978165,0.07320686,0.7373014,0.07726108
1.008576,-58.2132,0.2585568,0.0763262,0.7323132,0.07619547
1.026798,-59.04559,0.2242604,0.0796326,0.7272351,0.07511305
1.045019,-59.69887,0.1950847,0.08308425,0.7221034,0.07401728
1.064882,-60.23086,0.1688903,0.08696394,0.7164867,0.07281141
1.084744,-60.60042,0.1479282,0.09092312,0.7108777,0.07159685
1.104607,-60.83365,0.1315415,0.09492239,0.7053043,0.07037649
1.12447,-60.95398,0.1190145,0.09892627,0.6997913,0.0691529
1.145568,-60.98166,0.1091035,0.1031507,0.6940241,0.067852
1.166667,-60.92709,0.1020399,0.1073202,0.6883641,0.06655167
1.187765,-60.80731,0.09727173,0.1114135,0.6828247,0.06525342
1.208864,-60.63545,0.09427399,0.1154126,0.6774174,0.06395854
1.227754,-60.44605,0.0927417,0.1189014,0.6726955,0.06280289
1.246645,-60.22995,0.09211197,0.1222963,0.6680907,0.06165129
1.265535,-59.99224,0.09222356,0.1255916,0.6636063,0.06050419
1.284426,-59.73703,0.09293485,0.1287822,0.659245,0.05936197
1.307589,-59.40509,0.09446476,0.1325464,0.6540685,0.05796851
1.330751,-59.05685,0.0966001,0.1361433,0.6490822,0.05658326
1.353914,-58.69624,0.09923594,0.1395697,0.6442874,0.05520653
1.377077,-58.32639,0.1022845,0.1428231,0.6396847,0.05383858
1.408563,-57.81321,0.1069799,0.146965,0.6337365,0.05199355
1.440049,-57.2922,0.1122153,0.1507834,0.6281409,0.05016537
1.471535,-56.76684,0.1179085,0.1542793,0.6228939,0.04835421
1.503021,-56.23966,0.1240077,0.1574533,0.6179918,0.04656018
1.548602,-55.47674,0.1335146,0.1614801,0.6114983,0.04399356
1.594183,-54.71701,0.1436747,0.1648472,0.6056988,0.04146278
1.639764,-53.96188,0.1543877,0.1675681,0.6005725,0.03896755
1.685345,-53.21096,0.1657036,0.1696516,0.5961028,0.03650777
1.730926,-52.46397,0.1777204,0.1711054,0.5922743,0.03408342
1.776507,-51.71636,0.1902659,0.1719464,0.5890647,0.03169421
1.822089,-50.96321,0.2032831,0.1721882,0.5864557,0.02934006
1.86767,-50.20388,0.216964,0.1718359,0.5844366,0.0270214
1.911815,-49.46525,0.2311249,0.1709284,0.5830393,0.02481035
1.95596,-48.70645,0.2458863,0.1694831,0.5821722,0.02263327
2.000105,-47.91518,0.2611622,0.1675114,0.5818251,0.02049066
2.044251,-47.09898,0.2774208,0.1650017,0.5820085,0.01838431
2.08289,-46.37202,0.2928623,0.1623515,0.5826166,0.01657211
2.121529,-45.60741,0.309039,0.1592994,0.5836294,0.01478937
2.160168,-44.79206,0.3258909,0.1558526,0.5850468,0.01303702
2.198807,-43.93814,0.3438983,0.1519941,0.5868921,0.01131741
2.234048,-43.13619,0.3617063,0.1481036,0.5889687,0.0097797
2.269288,-42.28659,0.3804622,0.1438826,0.5914123,0.008271596
2.304528,-41.38119,0.4001045,0.1393431,0.5942273,0.006794274
2.339769,-40.43637,0.4209487,0.1344824,0.5974346,0.005349926
2.375055,-39.46705,0.4432156,0.1293017,0.6010549,0.003938664
2.410341,-38.46424,0.4664454,0.1238517,0.6050708,0.002562752
2.445628,-37.44067,0.4903792,0.1181768,0.6094712,0.001222704
2.480914,-36.43235,0.5148635,0.1123259,0.6142432,-8.107496e-05
2.522183,-35.29463,0.5432058,0.1053698,0.6202271,-0.001562352
2.563453,-34.31691,0.5708174,0.09841251,0.6265763,-0.002998996
2.604723,-33.61936,0.5969782,0.09159713,0.6331682,-0.004396976
2.645992,-33.20948,0.6191246,0.08513821,0.639752,-0.005770533
2.671348,-33.10217,0.6296205,0.08143798,0.6436699,-0.006609718
2.696704,-33.16175,0.63803,0.07795983,0.6474527,-0.007448042
2.722059,-33.40029,0.6441791,0.07473162,0.6510473,-0.008289248
2.747415,-33.79998,0.6475583,0.07178901,0.6543861,-0.009138189
2.77277,-34.34179,0.6477562,0.06916061,0.6574083,-0.00999952
2.798126,-35.03428,0.6449379,0.06685339,0.6600826,-0.01087629
2.823482,-35.8675,0.6390823,0.06487787,0.6623747,-0.01177188
2.848837,-36.81667,0.6300031,0.06324648,0.6642506,-0.01268981
2.879168,-38.07471,0.6148737,0.06175455,0.6659175,-0.01382109
2.909499,-39.44045,0.5952873,0.06076249,0.6669418,-0.01499192
2.93983,-40.87786,0.5714425,0.06026849,0.6673169,-0.01620522
2.970161,-42.35787,0.5438484,0.06026133,0.6670561,-0.01746251
2.995783,-43.62196,0.5181694,0.06062164,0.6663609,-0.01855922
3.021406,-44.8716,0.4906121,0.06131083,0.6652468,-0.0196879
3.047028,-46.08434,0.4615984,0.06231812,0.6637363,-0.02084819
3.07265,-47.24709,0.4318929,0.06362389,0.6618636,-0.0220387
3.098272,-48.34725,0.402308,0.06520588,0.6596669,-0.02325764
3.123894,-49.36314,0.3732717,0.06704623,0.6571788,-0.02450341
3.149516,-50.2808,0.3453135,0.06912091,0.6544377,-0.0257738
3.175139,-51.09396,0.3190759,0.07139989,0.6514868,-0.02706609
3.20338,-51.86559,0.2927812,0.07411024,0.6480426,-0.0285124
3.231622,-52.50291,0.2694292,0.07698986,0.6444471,-0.02997817
3.259863,-53.00925,0.2491604,0.07999691,0.6407502,-0.03145973
3.288105,-53.3937,0.2320553,0.08308921,0.6369993,-0.03295345
3.320439,-53.69859,0.2162148,0.08668315,0.6326928,-0.03467426
3.352773,-53.87668,0.2039858,0.0902846,0.6284236,-0.03640229
3.385107,-53.94712,0.1949772,0.09384728,0.6242369,-0.0381337
3.417442,-53.9259,0.1887286,0.09733169,0.6201699,-0.03986529
3.457678,-53.79232,0.1840698,0.1015091,0.6153204,-0.04201636
3.497915,-53.5697,0.1823635,0.1054631,0.6107466,-0.04415936
3.538152,-53.28211,0.1831092,0.1091545,0.6064806,-0.04629099
3.578389,-52.94055,0.1856844,0.112557,0.6025427,-0.04840899
3.614645,-52.59385,0.1891796,0.1153592,0.5992868,-0.05030434
3.650901,-52.22282,0.1937,0.1178984,0.5963164,-0.05218598
3.687158,-51.83367,0.1990863,0.1201677,0.5936349,-0.0540531
3.723414,-51.42969,0.205178,0.1221633,0.5912424,-0.05590515
3.772101,-50.86918,0.2143209,0.1244088,0.5884828,-0.05836767
3.820789,-50.29302,0.2243539,0.1261579,0.5862352,-0.06080133
3.869476,-49.70402,0.2350823,0.1274163,0.5844886,-0.06320553
3.918164,-49.10602,0.2465174,0.1281891,0.5832342,-0.06557969
3.958895,-48.60224,0.2566914,0.128467,0.5825564,-0.06754234
3.999626,-48.09149,0.2672289,0.1284209,0.5822048,-0.06948355
4.040358,-47.57173,0.2780389,0.1280611,0.5821695,-0.07140323
4.081089,-47.04792,0.2892475,0.1273924,0.5824466,-0.07330093
4.12182,-46.52659,0.3010071,0.1264195,0.5830332,-0.07517615
4.162552,-45.99857,0.3130322,0.1251629,0.5839119,-0.07702926
4.203283,-45.4608,0.3251954,0.1236396,0.5850696,-0.07886035
4.244014,-44.92385,0.3376907,0.1218565,0.5865039,-0.08066889
4.284649,-44.40093,0.3506687,0.1198276,0.5882069,-0.08245026
4.325284,-43.87882,0.3637296,0.117582,0.5901551,-0.08420967
4.365919,-43.3568,0.3766719,0.1151468,0.5923282,-0.08594772
4.406554,-42.85331,0.3896683,0.1125377,0.5947174,-0.08766434
4.44691,-42.38906,0.4027119,0.1097958,0.5972901,-0.08934832
4.487267,-41.95314,0.4153564,0.1069506,0.6000207,-0.09101343
4.527624,-41.55227,0.4273207,0.1040423,0.6028737,-0.0926614
4.56798,-41.20851,0.438584,0.101104,0.6058193,-0.09429375
4.611506,-40.91997,0.4497142,0.09794965,0.6090525,-0.09603947
4.655033,-40.72633,0.4592786,0.09487416,0.6122759,-0.0977739
4.698559,-40.64545,0.466951,0.09193622,0.6154219,-0.09950138
4.742085,-40.68667,0.4722926,0.08919815,0.6184141,-0.1012271
4.778995,-40.81922,0.4746266,0.08707964,0.6207701,-0.1026936
4.815904,-41.05175,0.474916,0.08517755,0.6229166,-0.1041663
4.852814,-41.38746,0.4731117,0.08351874,0.6248135,-0.1056485
4.889723,-41.81388,0.468949,0.08213395,0.6264155,-0.1071441
4.926633,-42.31854,0.4622941,0.08104706,0.6276856,-0.1086568
4.963543,-42.89875,0.4533873,0.08026828,0.628604,-0.1101889
5.000452,-43.54141,0.4423773,0.07980737,0.6291531,-0.111743
5.037362,-44.22857,0.429431,0.07966961,0.6293228,-0.113321
5.074192,-44.94257,0.4149311,0.079851,0.6291161,-0.1149209
5.111022,-45.66405,0.3991464,0.08034499,0.6285415,-0.1165466
5.147852,-46.37153,0.3824018,0.08114022,0.6276146,-0.1181984
5.184682,-47.05302,0.3653249,0.08221301,0.6263665,-0.1198753
5.221511,-47.69782,0.3485663,0.08353449,0.6248348,-0.1215756
5.258341,-48.28469,0.3322949,0.08508132,0.6230512,-0.1232981
5.295171,-48.80105,0.3168029,0.08682263,0.6210554,-0.1250405
5.332001,-49.24505,0.3025964,0.08871918,0.618895,-0.1268001
5.369698,-49.62444,0.2897752,0.0907799,0.6165623,-0.1286157
5.407394,-49.92246,0.2786384,0.0929261,0.6141479,-0.1304433
5.44509,-50.14075,0.2692282,0.09511966,0.6116947,-0.1322801
5.482787,-50.28528,0.261611,0.0973231,0.6092435,-0.134123
5.527972,-50.36965,0.2547643,0.09993038,0.6063576,-0.1363364
5.573156,-50.36796,0.2502148,0.1024517,0.6035788,-0.1385506
5.618341,-50.29315,0.2477869,0.1048413,0.6009531,-0.1407618
5.663525,-50.15409,0.2471778,0.1070641,0.5985141,-0.1429672
5.718117,-49.90916,0.2483644,0.1094901,0.5958507,-0.1456204
5.772708,-49.60525,0.2516274,0.1115848,0.5935411,-0.1482571
5.827299,-49.26091,0.2567959,0.1133141,0.5916154,-0.150874
5.881891,-48.8756,0.2632551,0.1146692,0.5900786,-0.1534693
5.931346,-48.49056,0.269814,0.1155721,0.5890209,-0.1558008
5.980801,-48.09018,0.277295,0.1161516,0.5882947,-0.1581117
6.030257,-47.68199,0.2856446,0.1164069,0.5878997,-0.160401
6.079712,-47.26236,0.2945293,0.1163513,0.5878228,-0.1626686
6.129534,-46.82786,0.3038173,0.1159943,0.5880541,-0.164931
6.179356,-46.3926,0.3135451,0.1153421,0.5885906,-0.1671705
6.229178,-45.96068,0.3236015,0.1144116,0.5894175,-0.1693872
6.279,-45.53534,0.3338471,0.1132251,0.5905159,-0.1715814
6.324858,-45.15521,0.343378,0.1119269,0.5917499,-0.1735816
6.370716,-44.78902,0.3528509,0.1104549,0.5931769,-0.1755637
6.416574,-44.44003,0.362096,0.1088358,0.5947735,-0.1775286
6.462432,-44.11825,0.3710834,0.1070937,0.5965181,-0.1794773
6.50829,-43.8342,0.3797641,0.1052561,0.5983859,-0.1814109
6.554148,-43.58802,0.3878002,0.1033616,0.6003389,-0.1833315
6.600006,-43.38482,0.3949645,0.1014474,0.6023401,-0.1852411
6.645864,-43.23714,0.4012038,0.09954582,0.6043557,-0.1871418
6.699662,-43.14691,0.4071794,0.09737927,0.6066868,-0.1893637
6.753461,-43.14769,0.4112435,0.09534698,0.608908,-0.1915821
6.80726,-43.24481,0.4131324,0.09350847,0.6109487,-0.1938019
6.861059,-43.44222,0.4127263,0.0919157,0.6127444,-0.1960285
6.932862,-43.8601,0.4085672,0.09024778,0.6146607,-0.1990195
7.004666,-44.42033,0.4000742,0.08919335,0.6159082,-0.2020437
7.07647,-45.08064,0.3876082,0.08880775,0.6164093,-0.2051108
7.148273,-45.80239,0.3723567,0.08908647,0.6161591,-0.2082256
7.183708,-46.16718,0.3642798,0.08945556,0.6157726,-0.2097809
7.219142,-46.5233,0.3558998,0.08997277,0.6152184,-0.2113484
7.254576,-46.86333,0.347345,0.0906289,0.6145077,-0.2129279
7.29001,-47.18483,0.3388793,0.09140924,0.6136577,-0.2145186
7.325444,-47.48514,0.3307331,0.09229807,0.6126868,-0.2161196
7.360879,-47.75691,0.3229413,0.09328272,0.6116102,-0.2177302
7.396313,-47.99645,0.3156065,0.09434742,0.6104463,-0.2193494
7.431747,-48.20293,0.3088731,0.0954744,0.6092152,-0.2209759
7.479773,-48.42957,0.3008996,0.09706987,0.607475,-0.2231899
7.527799,-48.59167,0.2942624,0.09870686,0.6056931,-0.2254122
7.575826,-48.68991,0.2889931,0.1003453,0.6039131,-0.2276397
7.623852,-48.72953,0.2851577,0.1019467,0.6021761,-0.2298694
7.684922,-48.7022,0.2822643,0.1038782,0.6000831,-0.2327039
7.745991,-48.59851,0.2814412,0.1056345,0.598179,-0.2355325
7.807061,-48.43183,0.2825476,0.1071635,0.5965162,-0.2383508
7.868131,-48.20978,0.2852477,0.1084319,0.5951272,-0.2411553
7.922179,-47.97174,0.28867,0.1093201,0.5941424,-0.2436239
7.976226,-47.70837,0.2931115,0.1099683,0.5934067,-0.2460775
8.030274,-47.42858,0.298503,0.1103674,0.592929,-0.2485147
8.084322,-47.13176,0.3045217,0.1105225,0.5927042,-0.2509349
8.138369,-46.81747,0.3108787,0.1104429,0.5927231,-0.2533378
8.192417,-46.50188,0.3177517,0.1101273,0.5929884,-0.2557224
8.246465,-46.19355,0.3250942,0.1095857,0.5934914,-0.2580883
8.300513,-45.88946,0.3325464,0.1088428,0.5942088,-0.2604362
8.356584,-45.57251,0.3399432,0.107892,0.5951482,-0.2628544
8.412656,-45.28286,0.3474228,0.1067666,0.5962805,-0.2652541
8.468728,-45.03648,0.355046,0.105491,0.5975833,-0.2676362
8.5248,-44.81753,0.3620464,0.1041197,0.5990019,-0.2700036
8.562747,-44.67812,0.3660742,0.1031653,0.5999993,-0.2715991
8.600695,-44.56421,0.3698713,0.1021911,0.6010261,-0.2731891
8.638643,-44.48043,0.3734456,0.1012078,0.6020708,-0.2747744
8.676591,-44.42025,0.3765311,0.1002352,0.6031124,-0.2763563
8.714538,-44.37937,0.3789276,0.09929105,0.6041318,-0.277936
8.752486,-44.36782,0.3808103,0.09838128,0.6051219,-0.2795142
8.790434,-44.38776,0.3821734,0.09751738,0.6060698,-0.2810916
8.828382,-44.43537,0.3828795,0.0967144,0.6069582,-0.2826698
8.873938,-44.52381,0.3827004,0.09585014,0.6079237,-0.2845669
8.919494,-44.65322,0.3816014,0.09510456,0.6087662,-0.2864682
8.96505,-44.82346,0.3796611,0.09449032,0.6094696,-0.2883751
9.010606,-45.02416,0.3767496,0.09402366,0.6100142,-0.2902895
9.060932,-45.26846,0.3723003,0.09369438,0.6104127,-0.292415
9.111258,-45.54072,0.3670319,0.09355655,0.6106005,-0.2945526
9.161584,-45.83546,0.3612248,0.09360745,0.6105789,-0.2967028
