t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.009399858,-64.26315,0.05332764,0.5960559,0.3177209,0.09938307
0.01879972,-63.48971,0.05444213,0.595857,0.317856,0.0987733
0.02819957,-62.72824,0.05618471,0.5955181,0.3180849,0.09817082
0.03759943,-61.98703,0.05848442,0.5950351,0.3184089,0.0975755
0.04699929,-61.254,0.06127907,0.594406,0.3188272,0.09698714
0.05639915,-60.53124,0.06451761,0.593629,0.3193398,0.09640568
0.065799,-59.81809,0.06816595,0.5927011,0.3199467,0.09583102
0.07519886,-59.11375,0.07219634,0.5916191,0.3206481,0.09526307
0.09138668,-57.91844,0.07996823,0.5893852,0.3220773,0.09430049
0.1075745,-56.74193,0.08876216,0.5866647,0.3237879,0.09335725
0.1237623,-55.57835,0.09856408,0.5834351,0.3257819,0.09243313
0.1399501,-54.41881,0.109358,0.579672,0.3280618,0.09152796
0.1589995,-53.0437,0.1233385,0.5745228,0.3311161,0.09048698
0.1780489,-51.64108,0.1388523,0.5685328,0.334586,0.08947261
0.1970984,-50.18526,0.1561098,0.5616184,0.3384946,0.08848573
0.2161478,-48.63689,0.175342,0.5536777,0.3428723,0.08752762
0.2375361,-46.72134,0.1997487,0.5433628,0.3484062,0.08648883
0.2589244,-44.53828,0.227988,0.5312836,0.3546935,0.08549369
0.2803127,-41.94702,0.2613725,0.5170045,0.3619024,0.0845497
0.301701,-38.72818,0.3017499,0.499917,0.3702853,0.08366786
0.3137589,-36.52647,0.3285382,0.4887541,0.3756624,0.08320383
0.3258168,-33.95227,0.3589984,0.476268,0.3816249,0.08276852
0.3378747,-30.91077,0.3938047,0.4623182,0.3882936,0.08236694
0.3499325,-27.2945,0.4337118,0.4468268,0.3958241,0.08200543
0.3619904,-22.99927,0.4794622,0.4298205,0.4044042,0.08169175
0.3740483,-17.88621,0.5313638,0.4115869,0.4142506,0.0814349
0.3861062,-11.90251,0.5888981,0.3925648,0.4255755,0.08124457
0.3981641,-5.150263,0.6506365,0.3732984,0.4385743,0.08113087
0.4072908,0.3192908,0.6986285,0.3588945,0.4496111,0.08110136
0.4164176,5.88193,0.7457167,0.3448087,0.4616563,0.08112237
0.4255444,11.29517,0.790157,0.3311395,0.4746283,0.08119349
0.4346712,16.29863,0.8304984,0.3179389,0.4883915,0.08131229
0.443798,20.64773,0.8656824,0.3052224,0.5027589,0.08147424
0.4529248,24.22677,0.8952351,0.2929914,0.5174981,0.0816723
0.4620516,26.99369,0.9191943,0.2812382,0.5323866,0.08189901
0.4711784,28.95755,0.9381201,0.2699502,0.5472298,0.08214729
0.4800395,30.15938,0.952492,0.2594211,0.5614334,0.0824023
0.4889007,30.77292,0.9635438,0.2493014,0.5753069,0.08266529
0.4977619,30.89144,0.9718907,0.2395764,0.5887597,0.08293158
0.5066231,30.58758,0.9781366,0.2302318,0.6017226,0.08319698
0.5181348,29.67914,0.9839987,0.2186379,0.6177488,0.08353431
0.5296466,28.32687,0.9879647,0.2076323,0.6328215,0.08385862
0.5411584,26.63402,0.9905467,0.1971863,0.6469313,0.08416594
0.5526701,24.67283,0.992151,0.1872741,0.6600717,0.08445217
0.5642157,22.50422,0.9930741,0.1778446,0.6722846,0.08471457
0.5757613,20.18559,0.9935035,0.1689022,0.6835763,0.08495107
0.5873069,17.75014,0.9935567,0.1604239,0.6939921,0.0851606
0.5988524,15.24164,0.9932749,0.1523898,0.7035659,0.0853416
0.6097394,12.8442,0.9927116,0.1452044,0.7118541,0.08548506
0.6206263,10.42331,0.991901,0.1383813,0.7194713,0.0856023
0.6315132,7.990547,0.9908486,0.1319062,0.7264566,0.08569333
0.6424001,5.56435,0.9895218,0.1257669,0.7328419,0.08575792
0.653165,3.187656,0.987899,0.1200162,0.7385954,0.0857957
0.6639298,0.8347336,0.9859599,0.1145723,0.7438274,0.08580802
0.6746947,-1.49001,0.9836753,0.1094255,0.748569,0.08579529
0.6854596,-3.778688,0.9809894,0.1045684,0.7528463,0.08575775
0.6954194,-5.858414,0.9780941,0.1003267,0.7564115,0.08570116
0.7053792,-7.902046,0.9747737,0.09632163,0.7596216,0.08562406
0.715339,-9.908492,0.9709851,0.09254834,0.7624951,0.08552682
0.7252988,-11.87592,0.9666736,0.08900298,0.7650488,0.08540982
0.7392263,-14.55942,0.9596562,0.08442102,0.7681131,0.08521373
0.7531539,-17.16509,0.9513623,0.08026796,0.7706245,0.08498084
0.7670814,-19.69408,0.9416372,0.07653419,0.7726205,0.08471228
0.7810089,-22.14742,0.9302994,0.0732111,0.7741345,0.08440907
0.7982833,-25.09577,0.9138068,0.06964318,0.7753914,0.08398663
0.8155576,-27.93564,0.8941992,0.06667248,0.7760053,0.08351424
0.8328319,-30.66706,0.8710627,0.06427947,0.776019,0.08299333
0.8501063,-33.31488,0.8442745,0.06243331,0.7754801,0.08242597
0.8673806,-35.91173,0.8138896,0.06109918,0.7744332,0.0818143
