t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.03515576,-64.44783,0.05307401,0.5960895,0.3176976,0.09768921
0.07031152,-63.63972,0.05360768,0.5960064,0.3177544,0.09540305
0.1054673,-62.85201,0.05458735,0.5958689,0.3178494,0.09314599
0.140623,-62.13169,0.05592048,0.59565,0.3179981,0.0909172
0.1757788,-61.41173,0.05752258,0.5953382,0.3182065,0.08871404
0.2109345,-60.70763,0.05943054,0.5949511,0.3184632,0.08653668
0.2460903,-60.01802,0.06162634,0.5944877,0.3187682,0.08438458
0.2812461,-59.34146,0.06409493,0.5939469,0.3191214,0.08225724
0.3650717,-57.76885,0.07099951,0.5923389,0.3201563,0.07728182
0.4488974,-56.24037,0.07929791,0.5902599,0.3214655,0.07244028
0.5327231,-54.72977,0.08898285,0.5876748,0.3230548,0.06773082
0.6165487,-53.19263,0.1000634,0.5845428,0.3249326,0.06315298
0.7046424,-51.48347,0.1133254,0.5805949,0.3272351,0.05848734
0.792736,-49.61755,0.128588,0.5758581,0.3299143,0.05398189
0.8808296,-47.48208,0.1464353,0.5701351,0.333039,0.04965705
0.9689232,-44.88972,0.1677354,0.5631292,0.336713,0.04554374
1.025214,-42.8744,0.1837743,0.5577771,0.3394215,0.04304763
1.081505,-40.46471,0.2023442,0.5515256,0.3424857,0.04067629
1.137796,-37.50829,0.2242344,0.544129,0.3460001,0.03845593
1.194088,-33.79422,0.2506037,0.5352675,0.3501041,0.03642381
1.250379,-29.07105,0.2829889,0.5246133,0.3549914,0.03463051
1.30667,-22.82963,0.323615,0.511914,0.3609369,0.03314495
1.362961,-14.56742,0.374806,0.4973066,0.3683161,0.03206251
1.419252,-3.967155,0.4386942,0.4814592,0.3776127,0.03150824
1.438384,0.1832096,0.4635473,0.47597,0.3813045,0.03146554
1.457516,4.559824,0.4898318,0.4704727,0.3852914,0.03150457
1.476649,9.093149,0.5173642,0.4649901,0.3895828,0.03162903
1.495781,13.68844,0.5458763,0.4595389,0.3941804,0.03184089
1.514913,18.23111,0.5750221,0.4541308,0.3990772,0.03214012
1.534045,22.57565,0.6044017,0.4487731,0.4042567,0.0325245
1.553178,26.58673,0.6335976,0.4434703,0.4096932,0.03298929
1.57231,30.16184,0.6621848,0.4382252,0.41535,0.03352683
1.586443,32.4827,0.682672,0.4343884,0.4196442,0.03396485
1.600576,34.50368,0.7024868,0.430584,0.4240182,0.03443351
1.614709,36.21667,0.7215289,0.426812,0.4284553,0.03492888
1.628842,37.64297,0.7397123,0.4230724,0.432937,0.03544643
1.642975,38.8223,0.7569738,0.4193652,0.4374452,0.03598157
1.657108,39.75919,0.7732991,0.4156901,0.441969,0.03653162
1.67124,40.47085,0.7886867,0.4120471,0.4464979,0.03709393
1.685373,41.01006,0.8031355,0.4084357,0.4510194,0.0376651
1.699014,41.41775,0.816204,0.4049801,0.455366,0.03822196
1.712656,41.71155,0.8284516,0.4015535,0.4596927,0.03878355
1.726297,41.90252,0.8399157,0.398156,0.4639959,0.03934885
1.739938,42.02396,0.8506292,0.3947871,0.4682701,0.03991625
1.754064,42.10768,0.8609711,0.3913284,0.4726614,0.0405047
1.768191,42.13956,0.8705976,0.3879001,0.4770168,0.04109389
1.782318,42.1229,0.8795545,0.3845017,0.4813352,0.0416834
1.796444,42.07589,0.8878824,0.3811332,0.4856142,0.04227242
1.812472,42.00498,0.8966202,0.377347,0.4904193,0.0429393
1.828501,41.903,0.9046604,0.3735985,0.4951719,0.04360471
1.844529,41.76877,0.9120579,0.3698873,0.4998719,0.04426837
1.860557,41.61581,0.9188614,0.366213,0.5045178,0.04492968
1.879403,41.42888,0.9261635,0.3619395,0.5099099,0.04570347
1.898249,41.21442,0.9327803,0.357716,0.5152272,0.04647334
1.917096,40.96638,0.9387765,0.3535419,0.5204703,0.04723914
1.935942,40.70302,0.9442088,0.3494166,0.5256379,0.04800005
1.95662,40.42237,0.9495816,0.3449459,0.5312192,0.04882827
1.977298,40.10998,0.9544038,0.3405326,0.5367113,0.04965024
1.997976,39.74939,0.9587332,0.3361759,0.5421159,0.05046601
