t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.009667241,-64.0973,0.0532679,0.5960658,0.3177141,0.09936631
0.01933448,-63.13666,0.05424634,0.595897,0.3178285,0.09874168
0.02900172,-62.19338,0.05582404,0.5956085,0.3180235,0.09812635
0.03866896,-61.2804,0.05795442,0.5951937,0.3183011,0.09752013
0.0483362,-60.37921,0.06059216,0.5946488,0.3186615,0.09692268
0.05800344,-59.49331,0.06370648,0.5939725,0.3191044,0.09633394
0.06767068,-58.62191,0.06727431,0.5931608,0.3196302,0.09575374
0.07733793,-57.76408,0.07127744,0.5922095,0.3202394,0.09518195
0.09885734,-55.89644,0.08167393,0.5895706,0.3218959,0.09393869
0.1203768,-54.0786,0.0940893,0.5861668,0.3239714,0.0927353
0.1418962,-52.29398,0.1085219,0.5819376,0.3264728,0.09157102
0.1634156,-50.51451,0.1249772,0.5768192,0.3294078,0.09044532
0.1876145,-48.47073,0.1459715,0.5699081,0.3332416,0.08922558
0.2118135,-46.332,0.1699607,0.5616179,0.3376793,0.08805649
0.2360124,-44.01129,0.1975139,0.5517238,0.3427897,0.08694185
0.2602114,-41.36799,0.2293655,0.5399377,0.3486711,0.08588745
0.2861414,-37.98939,0.2697653,0.5247941,0.3560283,0.08483634
0.3120714,-33.67586,0.3188402,0.5061953,0.3647569,0.08388364
0.3380014,-27.90556,0.3795093,0.4835311,0.3753538,0.08305874
0.3639313,-20.09553,0.4558754,0.456765,0.3886308,0.08240872
0.3766283,-15.33632,0.500182,0.4423839,0.396424,0.08217265
0.3893253,-9.873527,0.5487995,0.4275481,0.4052424,0.08200169
0.4020223,-3.750694,0.6009589,0.4125546,0.4152024,0.08190416
0.4147192,2.855057,0.6552648,0.3976659,0.4263843,0.08188742
0.4274162,9.632848,0.7097024,0.3830868,0.4388155,0.08195685
0.4401132,16.15599,0.7616267,0.3689181,0.4523808,0.08211096
0.4528102,22.01918,0.8088006,0.3552137,0.466881,0.08234335
0.4655071,26.87802,0.8497502,0.3419925,0.4820654,0.08264411
