t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.01382206,-64.64321,0.05312489,0.5960893,0.3176981,0.09909015
0.02764413,-64.18345,0.05370714,0.5959907,0.3177653,0.09818607
0.04146619,-63.72856,0.05465927,0.5958183,0.3178832,0.0972885
0.05528825,-63.29766,0.05592461,0.5955639,0.3180559,0.09639732
0.06911031,-62.86512,0.05744651,0.5952263,0.318283,0.09551215
0.08293238,-62.43671,0.05920564,0.5948097,0.318562,0.09463305
0.09675444,-62.01212,0.0611766,0.5943137,0.3188927,0.09375996
0.1105765,-61.59096,0.06333776,0.5937375,0.3192751,0.09289284
0.135302,-60.84475,0.06762065,0.5925048,0.3200872,0.09135643
0.1600274,-60.10624,0.07240158,0.5910084,0.3210639,0.08983874
0.1847529,-59.37309,0.07765053,0.5892421,0.3222053,0.08833964
0.2094783,-58.64188,0.08333336,0.587199,0.3235117,0.08685902
0.2383209,-57.78584,0.09048463,0.5844555,0.3252454,0.08515513
0.2671634,-56.92148,0.09824604,0.5813064,0.3272092,0.08347651
0.296006,-56.04126,0.1066749,0.5777285,0.3294094,0.08182359
0.3248485,-55.13407,0.1158193,0.5736951,0.3318539,0.0801969
0.3586956,-54.01515,0.1275626,0.5683342,0.3350496,0.0783226
0.3925427,-52.8168,0.1406747,0.5622172,0.3386278,0.076488
0.4263897,-51.50355,0.1555364,0.5552265,0.3426337,0.07469661
0.4602368,-50.01889,0.1726039,0.5472052,0.3471284,0.07295312
0.4981609,-48.04829,0.1953452,0.536676,0.3528714,0.07106568
0.536085,-45.6155,0.2232219,0.5240879,0.3595245,0.0692606
0.5740091,-42.41786,0.2588561,0.5085853,0.3674295,0.06756163
0.6119332,-37.93717,0.3068593,0.4887117,0.3771865,0.06600813
0.6287145,-35.34825,0.3337468,0.4780119,0.3823237,0.0653817
0.6454958,-32.22719,0.3652306,0.4658255,0.3881319,0.06480301
0.662277,-28.42942,0.4022517,0.4519933,0.3947765,0.06428206
0.6790583,-23.79367,0.4458507,0.436488,0.4024734,0.06383172
0.6958396,-18.17264,0.496987,0.4194661,0.4114765,0.06346739
0.7126209,-11.39344,0.5557752,0.4014562,0.4220883,0.06320778
0.7294022,-3.508273,0.6208326,0.383057,0.434562,0.06307091
0.7461834,5.07797,0.6891347,0.3648259,0.4490535,0.0630721
0.7568677,10.58905,0.7322246,0.3535114,0.4593392,0.06314932
0.7675519,15.85669,0.7732855,0.3424766,0.4703597,0.06328423
0.7782362,20.65506,0.8111183,0.3317472,0.4819991,0.06347289
0.7889204,24.7973,0.8448775,0.3213334,0.4941145,0.06370947
0.7996047,28.16585,0.8740906,0.311234,0.5065369,0.06398609
0.8102889,30.7477,0.898745,0.3014451,0.5191035,0.06429444
0.8209732,32.57862,0.9190924,0.2919601,0.5316713,0.06462663
0.8316574,33.74316,0.9355728,0.2827718,0.5441105,0.06497482
0.843011,34.38371,0.949503,0.2733239,0.5570645,0.06535413
0.8543645,34.51438,0.9603945,0.2641916,0.5696759,0.06573781
0.8657181,34.22819,0.9688291,0.2553647,0.5818922,0.06612134
0.8770717,33.61883,0.9753048,0.2468341,0.5936622,0.06649979
0.887151,32.87365,0.9797665,0.2395015,0.6037091,0.06682818
0.8972302,31.96854,0.9832769,0.2323884,0.6133776,0.06714824
0.9073095,30.92996,0.9860249,0.2254884,0.6226666,0.06745864
0.9173888,29.78499,0.9881664,0.2187955,0.6315749,0.06775801
0.9293683,28.31943,0.9900923,0.2111021,0.6416689,0.06809779
0.9413478,26.75315,0.99149,0.2036834,0.6512431,0.06841939
0.9533273,25.10007,0.9924757,0.1965301,0.660314,0.06872201
0.9653068,23.38455,0.993134,0.1896336,0.668893,0.06900446
0.9778317,21.54954,0.9935356,0.1826889,0.6773498,0.06927703
0.9903566,19.67139,0.9937018,0.1760065,0.6853082,0.06952634
1.002881,17.75504,0.9936718,0.1695777,0.6927909,0.06975219
1.015406,15.81842,0.9934622,0.1633944,0.6998143,0.06995394
1.028015,13.86609,0.9930761,0.1574103,0.7064369,0.0701321
1.040624,11.90639,0.9925321,0.1516595,0.7126349,0.0702856
1.053232,9.941103,0.9918361,0.146135,0.7184292,0.07041458
1.065841,7.981639,0.9909767,0.1408304,0.7238358,0.07051884
1.078384,6.04905,0.9899433,0.135766,0.7288445,0.07059787
1.090927,4.128935,0.9887318,0.1309077,0.7335044,0.07065275
1.10347,2.221694,0.9873321,0.1262499,0.7378324,0.07068377
1.116013,0.3336186,0.9857204,0.1217885,0.7418424,0.07069101
1.128,-1.447406,0.9839572,0.1177048,0.745389,0.0706758
1.139986,-3.208314,0.9819643,0.113793,0.7486704,0.07063937
1.151973,-4.949206,0.9797228,0.1100499,0.7516984,0.07058203
1.163959,-6.667625,0.9772049,0.1064731,0.7544828,0.07050397
1.176911,-8.496473,0.974138,0.1027928,0.7572287,0.07039658
1.189863,-10.29844,0.9706844,0.09930094,0.7597142,0.0702657
1.202814,-12.0743,0.9668093,0.09599503,0.7619512,0.07011173
1.215766,-13.82282,0.9624669,0.09287326,0.7639496,0.06993496
1.23287,-16.08856,0.9559325,0.08903017,0.7662392,0.0696671
1.249974,-18.30881,0.9484029,0.08550102,0.7681516,0.06936094
1.267079,-20.48628,0.9397696,0.08228178,0.7697067,0.0690173
1.284183,-22.62171,0.9299,0.0793694,0.7709217,0.06863685
1.308951,-25.66107,0.9132752,0.07568337,0.7721164,0.06802274
