t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.01784392,-62.65923,0.05432317,0.5958845,0.3178351,0.09884335
0.03568785,-60.33333,0.05820956,0.5951594,0.3183178,0.09772851
0.05353177,-58.1088,0.06430365,0.5939067,0.3191364,0.09665448
0.07137569,-55.99382,0.07250473,0.5920688,0.3203007,0.0956195
0.08921962,-53.95539,0.08275617,0.5895933,0.3218144,0.09462166
0.1070635,-51.98742,0.09496482,0.5864414,0.3236776,0.0936597
0.1249075,-50.07448,0.1091207,0.5825619,0.3258937,0.09273256
0.1427514,-48.19417,0.1252205,0.5779036,0.3284662,0.09183942
0.1671974,-45.61041,0.1504416,0.5701651,0.3325776,0.0906701
0.1916433,-42.94963,0.1796511,0.5606812,0.3374058,0.0895648
0.2160893,-40.08667,0.2134454,0.5492072,0.3430273,0.08852773
0.2405353,-36.81345,0.2525698,0.5354651,0.3495535,0.08756582
0.2650142,-32.89404,0.2984602,0.51911,0.3571954,0.08669104
0.2894931,-27.9089,0.3531716,0.4996689,0.3662452,0.08592438
0.313972,-21.37458,0.4187472,0.4771209,0.3771509,0.08529564
0.338451,-12.90979,0.4973484,0.4521601,0.390574,0.08484923
0.3584366,-4.400127,0.5718545,0.4309296,0.4039234,0.08465668
0.3784223,5.207165,0.6512808,0.4097999,0.4197412,0.08464759
0.398408,15.02716,0.7295896,0.389311,0.4380257,0.08483388
0.4183937,23.71044,0.8004654,0.3697159,0.4583924,0.08520618
0.4273276,26.84682,0.8281305,0.361256,0.4679775,0.08542468
0.4362616,29.48196,0.8529375,0.3529836,0.4777411,0.08566894
0.4451955,31.6062,0.8748405,0.3448968,0.4876064,0.08593458
0.4541295,33.24679,0.8939135,0.3369928,0.4974988,0.08621705
0.4630634,34.45901,0.9103379,0.3292686,0.5073493,0.08651186
0.4719974,35.28784,0.9243652,0.3217205,0.5171101,0.08681577
0.4809313,35.78243,0.9362598,0.314345,0.5267411,0.08712586
0.4898653,36.00468,0.9462811,0.3071385,0.5362045,0.08743914
0.4990474,36.01151,0.954902,0.2999041,0.5457246,0.08776173
0.5082295,35.82482,0.9620796,0.2928404,0.5550222,0.08808348
0.5174116,35.47555,0.9680382,0.2859436,0.5640856,0.08840295
0.5265938,34.9984,0.9729745,0.2792099,0.5729028,0.08871861
0.536835,34.3515,0.9774833,0.2718873,0.5824371,0.08906458
0.5470762,33.59645,0.9811271,0.264758,0.5916565,0.08940335
0.5573174,32.74762,0.9840641,0.2578168,0.6005627,0.08973407
0.5675586,31.82533,0.9864271,0.2510592,0.6091555,0.09005572
0.5793349,30.69857,0.9885739,0.2435094,0.6186501,0.09041311
0.5911111,29.50045,0.99023,0.2361891,0.6277442,0.09075679
0.6028874,28.23518,0.9914948,0.2290916,0.6364494,0.09108625
0.6146636,26.92136,0.9924456,0.2222105,0.6447723,0.09140053
0.6270689,25.50586,0.9931713,0.2151893,0.6531338,0.09171418
0.6394742,24.04895,0.9936695,0.2083942,0.6610972,0.09201
0.6518795,22.5501,0.993982,0.2018185,0.6686783,0.09228781
0.6642847,21.02612,0.9941357,0.1954558,0.6758867,0.0925469
0.67677,19.48438,0.9941476,0.1892611,0.6827749,0.09278806
0.6892552,17.9244,0.9940385,0.1832697,0.6893135,0.09300985
0.7017404,16.34501,0.9938221,0.1774757,0.6955175,0.09321231
0.7142256,14.75877,0.993501,0.1718736,0.701397,0.09339502
0.7267665,13.17143,0.9930714,0.1664347,0.706986,0.0935583
0.7393074,11.58188,0.9925428,0.161179,0.7122734,0.09370166
0.7518483,9.988986,0.9919169,0.1561013,0.7172723,0.09382526
0.7643892,8.401539,0.9911859,0.1511972,0.7219924,0.09392894
0.7768853,6.833915,0.9903429,0.1464793,0.7264274,0.09401229
0.7893815,5.274537,0.9893866,0.1419252,0.7306076,0.09407611
0.8018776,3.722465,0.9883121,0.1375309,0.734544,0.09412062
0.8143737,2.183252,0.9871066,0.133293,0.738245,0.09414584
0.8264395,0.7143485,0.9858048,0.1293465,0.7416027,0.0941519
0.8385054,-0.7411306,0.9843631,0.1255396,0.7447578,0.09414032
0.8505712,-2.183758,0.9827731,0.1218695,0.7477184,0.09411134
0.862637,-3.610733,0.9810201,0.1183338,0.7504911,0.09406506
0.8737841,-4.91281,0.9792424,0.1151849,0.7528913,0.09400704
0.8849311,-6.200952,0.9773054,0.1121469,0.7551424,0.0939346
0.8960782,-7.47541,0.9751991,0.1092181,0.7572496,0.09384791
0.9072252,-8.735161,0.9729105,0.1063971,0.7592175,0.09374711
0.9219931,-10.37917,0.9695723,0.1028234,0.7616175,0.09359204
0.9367609,-11.99743,0.9658651,0.09943291,0.7637913,0.09341293
0.9515288,-13.59143,0.9617619,0.09622241,0.7657493,0.09321021
0.9662966,-15.15884,0.9572236,0.09318945,0.7674997,0.0929842
0.9843133,-17.03241,0.9510389,0.08972635,0.7693656,0.09267738
1.00233,-18.86798,0.9440948,0.08651849,0.77095,0.09233721
1.020347,-20.66748,0.9363302,0.08356077,0.772267,0.09196444
1.038363,-22.43,0.9276692,0.08084878,0.7733286,0.09155967
1.063712,-24.86076,0.9138959,0.07743664,0.7744151,0.09093767
1.089061,-27.21855,0.8979783,0.07448782,0.7750472,0.09025509
1.11441,-29.49289,0.8796372,0.07199065,0.775247,0.0895129
1.139758,-31.71886,0.8588452,0.06992113,0.7750465,0.08871365
1.163028,-33.75796,0.8376677,0.06837465,0.7745369,0.08793211
1.186298,-35.75229,0.8140445,0.06716541,0.7737174,0.08710373
1.209567,-37.68738,0.7877051,0.06628664,0.7725951,0.08622836
1.232837,-39.60585,0.7588495,0.06571658,0.7711914,0.08530809
1.253718,-41.34457,0.73101,0.0654513,0.7697085,0.08444561
1.274599,-43.06305,0.7010105,0.06542265,0.7680105,0.08354715
1.29548,-44.75109,0.6687978,0.06562748,0.7661016,0.08261261
1.316361,-46.42161,0.6346384,0.06605554,0.7639932,0.08164307
1.338615,-48.1928,0.5964894,0.06674619,0.76154,0.08057263
1.360868,-49.91695,0.5565823,0.06768135,0.7588766,0.07946344
1.383121,-51.56883,0.5152543,0.06885756,0.7560123,0.07831623
1.405375,-53.14136,0.4732595,0.07026201,0.7529652,0.07713325
1.429579,-54.74965,0.4278491,0.07203127,0.7494674,0.0758091
1.453783,-56.20587,0.3834128,0.07404368,0.7457956,0.07444812
1.477987,-57.48268,0.3408094,0.07628079,0.7419739,0.07305379
1.502191,-58.57519,0.301062,0.07871235,0.7380336,0.07163098
1.526849,-59.50286,0.2644058,0.08135413,0.7339306,0.07015752
1.551507,-60.24069,0.2318475,0.0841346,0.7297619,0.06866389
1.576165,-60.79995,0.20349,0.08702301,0.725552,0.06715432
1.600823,-61.20452,0.1793505,0.08998551,0.7213264,0.0656332
1.626422,-61.48985,0.158545,0.09310549,0.7169472,0.06404608
1.652021,-61.6567,0.1415356,0.09624788,0.7125905,0.06245359
1.67762,-61.72558,0.1278242,0.09939148,0.7082702,0.06085827
1.703219,-61.71783,0.1169804,0.1025159,0.7039999,0.05926258
1.736434,-61.62369,0.1064731,0.1065136,0.6985515,0.05719485
1.76965,-61.45478,0.09912355,0.1104315,0.693217,0.05513215
1.802866,-61.22965,0.09421729,0.1142547,0.6880048,0.05307628
1.836082,-60.96584,0.09123756,0.1179678,0.6829255,0.05102921
1.872878,-60.64419,0.08967617,0.1219388,0.677463,0.04877353
1.909674,-60.29895,0.08947484,0.1257576,0.6721734,0.04653094
1.946469,-59.93683,0.0903103,0.1294206,0.6670583,0.04430201
1.983265,-59.564,0.09194178,0.1329237,0.6621203,0.04208741
2.024206,-59.14217,0.09448426,0.1366299,0.6568357,0.03964076
2.065147,-58.71516,0.09761841,0.1401362,0.6517695,0.03721247
2.106088,-58.28502,0.1012159,0.1434437,0.6469197,0.03480261
2.147029,-57.8542,0.1051967,0.1465526,0.6422851,0.03241134
2.197173,-57.32893,0.1105347,0.1500893,0.6369006,0.02950811
2.247317,-56.80558,0.1162555,0.1533341,0.6318301,0.02663259
2.297462,-56.28393,0.1222726,0.1562921,0.627067,0.02378445
2.347606,-55.76632,0.1285996,0.1589648,0.6226078,0.02096375
2.39775,-55.25515,0.1352699,0.161353,0.6184493,0.01817057
2.447894,-54.74726,0.1421776,0.1634645,0.6145827,0.0154043
2.498038,-54.24107,0.1492778,0.1653046,0.611001,0.01266461
2.548182,-53.73818,0.1566234,0.1668746,0.6077007,0.009951531
2.601978,-53.20508,0.1648616,0.1682587,0.60447,0.007070662
2.655774,-52.67208,0.1733378,0.1693417,0.6015493,0.004219973
2.70957,-52.13524,0.1819984,0.1701298,0.5989308,0.001399159
2.763366,-51.59784,0.1909664,0.1706218,0.596613,-0.001391341
2.816856,-51.06752,0.2003354,0.1708143,0.5946065,-0.004135314
2.870347,-50.52957,0.2099762,0.170722,0.5928863,-0.006849305
