t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.02036338,-64.67841,0.05304072,0.5961007,0.3176903,0.09865917
0.04072677,-64.20392,0.05342104,0.5960399,0.3177318,0.0973267
0.06109015,-63.73592,0.05409938,0.5959329,0.3178055,0.09600424
0.08145353,-63.30244,0.055025,0.595769,0.3179172,0.09469156
0.1018169,-62.86557,0.05614456,0.5955454,0.318068,0.09338782
0.1221803,-62.43413,0.05746476,0.5952688,0.3182537,0.09209318
0.1425437,-62.00772,0.05896918,0.5949388,0.3184744,0.09080754
0.1629071,-61.58591,0.06064376,0.5945551,0.3187299,0.08953079
0.2103483,-60.61809,0.06513413,0.5934506,0.3194596,0.08659027
0.2577894,-59.66764,0.07038864,0.592045,0.3203776,0.08369661
0.3052306,-58.72866,0.07635531,0.5903282,0.3214849,0.08084923
0.3526718,-57.79189,0.08298623,0.5882893,0.3227828,0.07804769
0.4059611,-56.7282,0.09120392,0.5855973,0.3244713,0.07495536
0.4592503,-55.63972,0.1003154,0.5824488,0.3264135,0.0719219
0.5125395,-54.50611,0.1104382,0.5787994,0.3286244,0.06894941
0.5658288,-53.29647,0.1217122,0.5745928,0.331124,0.06604089
0.627542,-51.74268,0.1365287,0.5689121,0.3344212,0.06275902
0.6892552,-49.95921,0.1538002,0.5621935,0.3382175,0.05958091
0.7509685,-47.81312,0.1745351,0.5541173,0.3426356,0.0565257
0.8126817,-45.0781,0.20031,0.5441699,0.3478688,0.0536225
0.841617,-43.50129,0.2147755,0.5386514,0.350682,0.0523252
0.8705523,-41.66665,0.2312596,0.5324223,0.3537857,0.05107735
0.8994876,-39.49918,0.2502592,0.5253225,0.357242,0.04988745
0.9284229,-36.89938,0.2724397,0.5171486,0.3611353,0.04876669
0.9573582,-33.74184,0.2986591,0.5076757,0.3655783,0.04772959
0.9862935,-29.84046,0.3299877,0.4966312,0.3707141,0.0467942
1.015229,-24.96808,0.3676803,0.4838777,0.3767386,0.04598487
1.044164,-18.87323,0.4131828,0.4695056,0.3839141,0.04533381
1.058288,-15.37524,0.4386596,0.4619966,0.3879287,0.04508512
1.072411,-11.50104,0.4663888,0.4542573,0.3923321,0.04488856
1.086535,-7.247531,0.4963539,0.4463652,0.3971635,0.04474941
1.100659,-2.636803,0.5284191,0.4383965,0.402459,0.04467286
1.114782,2.279912,0.5623125,0.4304214,0.4082479,0.04466365
1.128906,7.400005,0.5975669,0.4224915,0.4145478,0.04472553
1.143029,12.58192,0.6335764,0.414645,0.4213581,0.0448604
