t,V,m,h,n,phi
0,-65,0.05293249,0.5961208,0.3176769,0.1
0.007611777,-64.93829,0.05296115,0.5961166,0.3176797,0.09949784
0.01522355,-64.8175,0.05306404,0.5961004,0.3176908,0.0989964
0.02283533,-64.69702,0.05325139,0.5960682,0.3177129,0.09849595
0.03044711,-64.58755,0.05351339,0.5960186,0.3177468,0.09799646
0.03805889,-64.47521,0.05383355,0.5959525,0.3177917,0.09749782
0.04567066,-64.36329,0.05420724,0.5958705,0.3178472,0.09700008
0.05328244,-64.25175,0.05462781,0.5957728,0.3179134,0.09650322
0.06089422,-64.14058,0.05508936,0.5956592,0.3179901,0.09600724
0.07994842,-63.86369,0.05638549,0.5953061,0.318228,0.09476956
0.09900261,-63.5887,0.05785528,0.5948549,0.3185307,0.09353737
0.1180568,-63.31541,0.05946865,0.5943058,0.3188973,0.09231064
0.137111,-63.0435,0.06118362,0.5936593,0.3193271,0.09108934
0.1579997,-62.74661,0.06314468,0.5928388,0.3198699,0.08975665
0.1788884,-62.4509,0.06519583,0.5919016,0.3204867,0.08843044
0.1997771,-62.15613,0.06733302,0.5908475,0.3211769,0.08711067
0.2206658,-61.86197,0.06954206,0.5896766,0.3219396,0.08579732
0.2472012,-61.48853,0.07243081,0.5880204,0.3230117,0.08413819
0.2737367,-61.11506,0.07543614,0.5861744,0.3241985,0.0824894
0.3002721,-60.74101,0.0785725,0.5841373,0.3254991,0.08085098
0.3268076,-60.36542,0.08182494,0.5819076,0.3269126,0.07922294
0.357016,-59.93446,0.08564715,0.579133,0.3286583,0.07738223
0.3872244,-59.4992,0.0896545,0.5761021,0.3305496,0.07555515
0.4174328,-59.05836,0.09388431,0.5728092,0.3325876,0.07374188
0.4476412,-58.60953,0.09832352,0.5692486,0.334773,0.07194259
0.4801148,-58.11468,0.1033121,0.5651147,0.3372884,0.07002424
0.5125884,-57.60525,0.1086305,0.5606492,0.3399813,0.06812281
0.545062,-57.07792,0.1143563,0.5558347,0.3428583,0.06623888
0.5775356,-56.52667,0.1205,0.550653,0.3459266,0.06437307
0.6115002,-55.91603,0.1273906,0.5448158,0.3493507,0.06244182
0.6454648,-55.26486,0.1349633,0.5385108,0.3530135,0.06053262
0.6794294,-54.56283,0.1434095,0.531686,0.3569392,0.05864713
0.713394,-53.79185,0.1528531,0.5242808,0.3611558,0.0567873
0.7482322,-52.90236,0.1637654,0.5159975,0.3658227,0.05490888
0.7830704,-51.89016,0.176448,0.5068868,0.3708986,0.05306403
0.8179086,-50.71026,0.1915658,0.4967569,0.3764738,0.05125814
0.8527468,-49.28257,0.2098854,0.4853481,0.3826686,0.04949824
0.8883158,-47.4378,0.2333685,0.4719382,0.3898386,0.04776001
0.9238849,-45.04292,0.2636734,0.4561488,0.3981187,0.04609554
0.9594539,-41.71582,0.3047435,0.4368123,0.4080483,0.04453224
0.995023,-36.76729,0.363567,0.4119508,0.4205869,0.04311584
1.007294,-34.50203,0.3897462,0.4016138,0.4257702,0.042673
1.019565,-31.83838,0.4198316,0.3901673,0.4315426,0.04226035
1.031835,-28.69571,0.4543825,0.3775374,0.4380233,0.04188322
1.044106,-24.99199,0.493922,0.3637329,0.4453573,0.04154804
1.056377,-20.65862,0.5388341,0.3488674,0.4537087,0.04126226
1.068648,-15.63178,0.5888849,0.3332494,0.4632523,0.04103411
1.080918,-9.940173,0.6430371,0.317256,0.4741354,0.04087155
1.093189,-3.751975,0.6994463,0.3012831,0.4864614,0.04078184
1.102767,1.236018,0.7433381,0.2890646,0.4971074,0.04076598
1.112344,6.152567,0.7853337,0.2771722,0.508588,0.04079768
1.121922,10.79122,0.8240242,0.2656692,0.520797,0.04087512
1.1315,14.95363,0.8583932,0.2545873,0.5335912,0.04099484
1.141077,18.47071,0.8878634,0.2439339,0.5467948,0.04115172
1.150655,21.27903,0.9122994,0.233707,0.5602071,0.04133883
1.160233,23.36656,0.9319261,0.2238982,0.5736418,0.04154906
1.16981,24.75032,0.9473474,0.2144959,0.5869412,0.04177588
